chromogram_0_0,chromogram_0_1,chromogram_0_10,chromogram_0_11,chromogram_0_12,chromogram_0_2,chromogram_0_3,chromogram_0_4,chromogram_0_5,chromogram_0_6,chromogram_0_7,chromogram_0_8,chromogram_0_9,chromogram_10_0,chromogram_10_1,chromogram_10_10,chromogram_10_11,chromogram_10_12,chromogram_10_2,chromogram_10_3,chromogram_10_4,chromogram_10_5,chromogram_10_6,chromogram_10_7,chromogram_10_8,chromogram_10_9,chromogram_11_0,chromogram_11_1,chromogram_11_10,chromogram_11_11,chromogram_11_12,chromogram_11_2,chromogram_11_3,chromogram_11_4,chromogram_11_5,chromogram_11_6,chromogram_11_7,chromogram_11_8,chromogram_11_9,chromogram_1_0,chromogram_1_1,chromogram_1_10,chromogram_1_11,chromogram_1_12,chromogram_1_2,chromogram_1_3,chromogram_1_4,chromogram_1_5,chromogram_1_6,chromogram_1_7,chromogram_1_8,chromogram_1_9,chromogram_2_0,chromogram_2_1,chromogram_2_10,chromogram_2_11,chromogram_2_12,chromogram_2_2,chromogram_2_3,chromogram_2_4,chromogram_2_5,chromogram_2_6,chromogram_2_7,chromogram_2_8,chromogram_2_9,chromogram_3_0,chromogram_3_1,chromogram_3_10,chromogram_3_11,chromogram_3_12,chromogram_3_2,chromogram_3_3,chromogram_3_4,chromogram_3_5,chromogram_3_6,chromogram_3_7,chromogram_3_8,chromogram_3_9,chromogram_4_0,chromogram_4_1,chromogram_4_10,chromogram_4_11,chromogram_4_12,chromogram_4_2,chromogram_4_3,chromogram_4_4,chromogram_4_5,chromogram_4_6,chromogram_4_7,chromogram_4_8,chromogram_4_9,chromogram_5_0,chromogram_5_1,chromogram_5_10,chromogram_5_11,chromogram_5_12,chromogram_5_2,chromogram_5_3,chromogram_5_4,chromogram_5_5,chromogram_5_6,chromogram_5_7,chromogram_5_8,chromogram_5_9,chromogram_6_0,chromogram_6_1,chromogram_6_10,chromogram_6_11,chromogram_6_12,chromogram_6_2,chromogram_6_3,chromogram_6_4,chromogram_6_5,chromogram_6_6,chromogram_6_7,chromogram_6_8,chromogram_6_9,chromogram_7_0,chromogram_7_1,chromogram_7_10,chromogram_7_11,chromogram_7_12,chromogram_7_2,chromogram_7_3,chromogram_7_4,chromogram_7_5,chromogram_7_6,chromogram_7_7,chromogram_7_8,chromogram_7_9,chromogram_8_0,chromogram_8_1,chromogram_8_10,chromogram_8_11,chromogram_8_12,chromogram_8_2,chromogram_8_3,chromogram_8_4,chromogram_8_5,chromogram_8_6,chromogram_8_7,chromogram_8_8,chromogram_8_9,chromogram_9_0,chromogram_9_1,chromogram_9_10,chromogram_9_11,chromogram_9_12,chromogram_9_2,chromogram_9_3,chromogram_9_4,chromogram_9_5,chromogram_9_6,chromogram_9_7,chromogram_9_8,chromogram_9_9,spec_centr_0,spec_centr_1,spec_centr_10,spec_centr_11,spec_centr_12,spec_centr_2,spec_centr_3,spec_centr_4,spec_centr_5,spec_centr_6,spec_centr_7,spec_centr_8,spec_centr_9,species
1,1,0.593059451,1,0.731448401,1,0.423161166,0.686507094,0.718241186,1,0.613998207,0.397743987,0.529588856,0.122316507,0.338848881,0.055876078,0.174425492,0.27430554,0.942648076,1,0.299556498,0.141214906,0.208488545,0.166308846,0.194337358,0.097243433,0.6722359,0.925895836,0.191194916,0.875975528,1,0.742884586,0.85932232,1,1,0.970091062,0.382317182,0.186380714,0.181544997,0.221169588,0.332500295,1,0.531319097,0.296358333,0.932480422,0.169349176,0.103825591,0.084256085,0.376296413,1,1,1,0.036169666,0.080088038,0.170705086,0.171100372,0.108034447,0.278932623,0.128497967,0.054108756,0.029327662,0.050936146,0.128057273,0.131637696,0.083185761,0.039287286,0.081293195,0.036301354,0.044673194,0.057106395,0.22010645,0.122116381,0.059602172,0.03191634,0.073511579,0.208219896,0.244340593,0.078149127,0.02022268,0.057887018,0.114115443,0.067302204,0.039644247,0.189371384,0.092877059,0.043242633,0.018715701,0.111489421,0.346696441,0.432555804,0.194498599,0.01496133,0.050495429,0.041785989,0.044164742,0.059710889,0.102561801,0.059491931,0.042688211,0.01542303,0.042631977,0.076973386,0.092055817,0.063401804,0.01933142,0.053227356,0.071975291,0.052813727,0.061502182,0.129161782,0.054759347,0.022571213,0.014329522,0.024677577,0.077058761,0.156465885,0.111115412,0.016883876,0.047610199,0.023720208,0.040403836,0.039973952,0.352093611,0.083142566,0.013140922,0.017666245,0.036835135,0.017364319,0.020194114,0.013901456,0.011712677,0.090502898,0.006506308,0.020099287,0.049295058,0.481068933,0.153712516,0.027276247,0.029235722,0.078192156,0.012763544,0.005042383,0.005760494,0.021043574,0.145924724,0.012929697,0.04963827,0.141180688,0.774686746,0.645851424,0.135448813,0.058096158,0.081022797,0.03446402,0.046271009,0.021653027,1921.480922,1950.478195,2120.787008,2054.545072,1940.865978,1990.86205,1932.437768,1903.254733,1890.354602,2276.665663,2366.673476,2238.864623,2116.840647,scirpaceus
0.804942014,0.694423614,1,0.702700542,0.443768049,1,0.287661731,0.279868956,0.25855642,0.599861874,1,1,1,0.272010201,0.470369331,0.090402592,0.311216769,0.415352034,0.792007887,1,0.390750082,0.266052144,0.334478524,0.26271414,0.241959336,0.114903446,1,1,0.368399882,1,1,0.618947391,0.699555623,1,1,1,0.500894876,0.298150645,0.29949227,0.147900288,0.202849681,0.781313758,0.349284668,0.185156303,0.550204895,0.139887064,0.056401219,0.041546954,0.17053139,0.769899579,0.969703673,0.669834186,0.02975278,0.060173892,0.058079346,0.065971684,0.068031983,0.188370165,0.135160476,0.056775501,0.024809936,0.034778089,0.068211874,0.083442387,0.035580555,0.041998951,0.078683227,0.080279698,0.048766778,0.052609597,0.198313251,0.109214371,0.043536257,0.024309792,0.094151754,0.406989374,0.589065227,0.178812504,0.014948155,0.043294207,0.111961168,0.056535812,0.035755361,0.115448076,0.079999076,0.040873196,0.012561667,0.065497572,0.209882522,0.308257792,0.151014855,0.019504285,0.053256649,0.05706985,0.037402684,0.057287529,0.087122637,0.053594519,0.0323963,0.013654982,0.030483362,0.089483458,0.173199188,0.106298917,0.02397058,0.04918679,0.068497539,0.049552979,0.046563058,0.157822796,0.060120826,0.015505572,0.011761617,0.017209619,0.065995283,0.157538278,0.082746449,0.016860442,0.052110131,0.013214519,0.024636394,0.034519955,0.364035535,0.100067057,0.012927033,0.019314398,0.051947412,0.014920476,0.009369469,0.007347789,0.016496459,0.10453394,0.007880948,0.028869781,0.089431029,0.478887173,0.295871893,0.052117177,0.03148011,0.059583632,0.01497157,0.010720975,0.00799794,0.046170265,0.16656546,0.02346062,0.062557655,0.144082228,0.738434478,0.85333946,0.172989943,0.064584372,0.085425222,0.08291073,0.163663062,0.056245075,1923.153807,1945.905603,2120.763485,2057.99636,1982.135885,1990.721616,1932.352675,1903.203377,1890.43766,2277.213378,2366.609483,2238.44984,2116.800536,scirpaceus
0.579331242,0.570828248,1,0.63076352,0.385813174,1,0.271203105,0.233419816,0.205203567,0.535926153,1,1,1,0.322007336,0.526469183,0.095890747,0.369391216,0.503482643,0.767286896,1,0.449775009,0.339365229,0.389571506,0.264107141,0.204037482,0.108719403,1,1,0.384197031,1,1,0.642440708,0.678404497,1,1,1,0.478022842,0.274273805,0.298859823,0.156194846,0.192730079,0.618048645,0.308158021,0.177150764,0.473296189,0.136627915,0.051877191,0.037383435,0.136130819,0.594617211,0.711852136,0.48020295,0.034765347,0.062071438,0.043137963,0.055111655,0.069407153,0.177151433,0.134954181,0.057896737,0.025406838,0.035955799,0.065724431,0.077794479,0.031969493,0.040527718,0.076452566,0.089105672,0.050284835,0.049993773,0.193316915,0.107661188,0.041758553,0.023161333,0.097372681,0.393864157,0.544885425,0.183529634,0.01601357,0.04339311,0.096323416,0.052696965,0.034528642,0.105408644,0.077575101,0.0418037,0.012441195,0.057040145,0.157458643,0.2155196,0.117518101,0.019585279,0.052918813,0.059180655,0.037739028,0.060685122,0.088479177,0.05432507,0.030741007,0.013732219,0.028683551,0.085044425,0.167314359,0.106924988,0.024124416,0.047708851,0.058121698,0.047484207,0.04489789,0.172259172,0.063269624,0.014633995,0.011923675,0.016784239,0.052708559,0.115800286,0.061720005,0.018195989,0.056152713,0.010729992,0.025255206,0.050600428,0.369082795,0.105566232,0.013696873,0.020559339,0.055552622,0.013593345,0.006951291,0.006227711,0.019496245,0.109725504,0.008281743,0.028651108,0.091645255,0.510375199,0.359693132,0.063412114,0.03498089,0.058930271,0.015163306,0.011834689,0.00847406,0.060787775,0.184675277,0.026515826,0.066155551,0.14237618,0.753670698,0.91311323,0.188382875,0.069829948,0.091333151,0.090436844,0.168813238,0.063199446,2037.570862,1964.310119,2120.7396,2060.281477,1999.374898,1990.580066,1932.267955,1903.151809,1890.52366,2277.758779,2366.544881,2238.03494,2116.761008,scirpaceus
0.438974627,0.490827961,1,0.632788033,0.394880981,1,0.270979998,0.23333805,0.205222423,0.537621839,1,1,1,0.302459752,0.50482446,0.096117549,0.371086614,0.511412746,0.769086088,1,0.448932586,0.339567667,0.389731179,0.263761654,0.204007027,0.108548288,1,1,0.385109946,1,1,0.642513926,0.6797888,1,1,1,0.477028311,0.274335152,0.298795941,0.139663327,0.181779983,0.618391753,0.31157521,0.193602957,0.47346171,0.136360458,0.051808495,0.037371955,0.136954809,0.595140828,0.711478124,0.480205847,0.038047246,0.062640438,0.043212065,0.055259222,0.070505368,0.177489598,0.134881776,0.057782748,0.025381053,0.03602246,0.065764066,0.077744179,0.031934298,0.039058624,0.073798722,0.089048651,0.049769693,0.048129984,0.193536968,0.107560863,0.041676922,0.02315592,0.097894468,0.394294449,0.544630911,0.183090398,0.016581038,0.042391259,0.09637338,0.052431504,0.033822073,0.105484624,0.077592011,0.041718298,0.012413222,0.057306376,0.157552667,0.215542207,0.117346827,0.018788473,0.050761353,0.059141009,0.038475177,0.064386305,0.088545354,0.054303394,0.030701049,0.013699504,0.028811204,0.085134736,0.167458041,0.106745494,0.021441575,0.04497792,0.058183838,0.047987994,0.047332865,0.172494869,0.063109147,0.014610192,0.011925102,0.016831967,0.052794759,0.115872608,0.061616707,0.017973817,0.054291021,0.010751846,0.027163507,0.059148485,0.369543144,0.105211542,0.013664517,0.02063392,0.055516551,0.013546362,0.00695335,0.00622772,0.018248583,0.104555034,0.008286041,0.023257475,0.069801003,0.511563838,0.359143209,0.063165381,0.035036351,0.058886208,0.015118634,0.011841974,0.008466747,0.058686281,0.177248991,0.026518862,0.066810312,0.146092358,0.756486581,0.912320328,0.187580432,0.069922516,0.091324806,0.090508464,0.168877534,0.063008179,2103.20615,1991.473138,2120.715373,2054.642485,1951.018273,1990.437466,1932.183587,1903.099846,1890.61324,2278.301851,2366.479624,2237.619886,2116.722029,scirpaceus
0.88451418,0.760414483,0.854419435,0.862416826,0.534888591,1,0.331650517,0.413696268,0.412953866,0.765155199,0.862525943,0.623720294,0.862074228,0.209919143,0.38895879,0.07626254,0.24525983,0.339077836,0.870779086,1,0.322474775,0.183632919,0.263765348,0.231342158,0.21452187,0.11915339,1,1,0.300491615,1,1,0.643841403,0.767653913,1,1,1,0.479787488,0.232012937,0.277304902,0.14954638,0.230698005,1,0.456389071,0.255496612,0.720954204,0.148225117,0.071054064,0.054584915,0.259740453,1,1,1,0.050109703,0.07316012,0.102395644,0.107179963,0.087220843,0.223071913,0.132668535,0.053965149,0.024962427,0.037516014,0.086488855,0.084830405,0.053027061,0.047300356,0.080943453,0.05758918,0.047447126,0.053680097,0.21388033,0.114497299,0.0490426,0.027110865,0.087906515,0.354759115,0.408252428,0.142394708,0.020583343,0.047903801,0.12401745,0.062210814,0.031487767,0.146406084,0.085251752,0.03991659,0.014047624,0.087935141,0.309874176,0.373541615,0.202379297,0.020770606,0.051781269,0.048421653,0.041810859,0.063099813,0.091692344,0.054671031,0.035707511,0.013724808,0.035660875,0.087872478,0.118436687,0.091637158,0.02240014,0.049250703,0.078293974,0.054103223,0.05409593,0.141630947,0.055704353,0.017716668,0.012215489,0.020085222,0.080944476,0.160302124,0.114831666,0.019613184,0.048715042,0.018505145,0.0369162,0.052391896,0.367830372,0.090855713,0.012220549,0.018064373,0.045297491,0.016299875,0.012116609,0.010422456,0.016416774,0.096219767,0.007129596,0.02058429,0.051882339,0.463562458,0.206353217,0.036071228,0.028478586,0.066000378,0.014173537,0.006683985,0.007274484,0.038457194,0.148883462,0.018043033,0.053198746,0.12590892,0.757065052,0.744310845,0.147243604,0.058668205,0.080224913,0.060549017,0.091788278,0.040013648,2099.421423,1989.55585,2120.690777,2048.95974,1909.855442,1990.293906,1932.09958,1903.047166,1890.706763,2278.842619,2366.413745,2237.204712,2116.683644,scirpaceus
0.616784262,0.595855765,1,0.638984928,0.429314919,1,0.270547056,0.233174727,0.205262238,0.541027659,1,1,1,0.294187623,0.501201233,0.096577724,0.371428895,0.510536818,0.772738276,1,0.447257741,0.339973825,0.390053601,0.263074328,0.203944289,0.108207817,1,1,0.386955179,1,1,0.642690239,0.682576929,1,1,1,0.475049017,0.274461402,0.298668164,0.065615354,0.139896777,0.619074808,0.306719131,0.180546191,0.473794211,0.135830217,0.051671981,0.037349003,0.138615396,0.596186424,0.710719823,0.480216942,0.02886939,0.057714175,0.043360842,0.053314631,0.062830548,0.178171103,0.134738301,0.057555729,0.025329998,0.036156694,0.06584351,0.077641919,0.031864789,0.034676592,0.071624796,0.088935298,0.050273742,0.050767066,0.193981195,0.107361721,0.041514474,0.023145353,0.098945272,0.395155289,0.544108655,0.182217335,0.013583497,0.040831291,0.09647365,0.052945006,0.0374438,0.105639234,0.077626607,0.04154791,0.012357764,0.057841229,0.157741094,0.215583718,0.117006186,0.018028301,0.05056744,0.059061979,0.038846084,0.066535435,0.088680577,0.054260929,0.030621379,0.013634156,0.029067719,0.085316117,0.167742371,0.106387772,0.019394781,0.044031728,0.058308469,0.048807279,0.051164796,0.172967897,0.062789878,0.014563057,0.011927946,0.016928305,0.052967773,0.116014436,0.061411513,0.012488647,0.051635289,0.010795787,0.023992854,0.046035231,0.37046402,0.104505896,0.013600566,0.020784218,0.055443501,0.01345309,0.006957451,0.006227815,0.01362705,0.102985116,0.008294696,0.019216741,0.052717294,0.513957464,0.358045084,0.062675797,0.035148212,0.058797283,0.01503006,0.011856387,0.00845223,0.046214145,0.171064577,0.026525706,0.073870651,0.176116735,0.762165591,0.910731751,0.185986042,0.07010876,0.09130904,0.0906534,0.169001534,0.06262774,2006.866738,1961.695449,2120.665866,2052.369813,1949.682047,1990.149462,1932.015911,1902.99319,1890.803623,2279.381094,2366.347225,2236.789405,2116.645791,scirpaceus
1,1,0.606475584,1,0.725673303,1,0.421866375,0.670417601,0.698443148,1,0.616459476,0.406260049,0.540803439,0.137903435,0.363030712,0.056930935,0.180770857,0.281729425,0.956944487,1,0.294135198,0.143277704,0.213373767,0.168146552,0.195551081,0.096600227,0.735656772,0.976898355,0.198415466,0.892931706,1,0.740875789,0.864195447,1,1,0.980755775,0.380412982,0.188241837,0.184525679,0.316429492,0.401772659,1,0.52230311,0.281248775,0.921092406,0.166553597,0.101274506,0.08192665,0.384744198,1,1,1,0.033507623,0.081193398,0.168092868,0.167768792,0.111735262,0.277546337,0.128260559,0.053435955,0.028841141,0.051323138,0.124993181,0.127438763,0.080949428,0.039844198,0.084647297,0.036869942,0.047208058,0.065372178,0.222067191,0.121673599,0.058446916,0.031459491,0.076698326,0.215060075,0.250543677,0.079117855,0.021456355,0.060932065,0.114418271,0.066293479,0.037807424,0.188249112,0.092463455,0.042466988,0.018326221,0.114848294,0.346426457,0.430001556,0.192334487,0.015709647,0.053250826,0.041738472,0.045053354,0.064428709,0.102226888,0.059448625,0.04191277,0.015019562,0.043590998,0.076990629,0.092839898,0.06347132,0.021412746,0.056579434,0.072244444,0.053393366,0.062911861,0.130552063,0.054422478,0.022095634,0.014065875,0.025246156,0.07763979,0.157547574,0.110139527,0.019506112,0.051907473,0.023681562,0.042076964,0.047915086,0.356334294,0.082103537,0.012928465,0.017862859,0.03753245,0.017083153,0.019656787,0.013553337,0.013163534,0.098135299,0.006539932,0.018035023,0.040544412,0.482975086,0.153784736,0.027083477,0.029638174,0.077840574,0.012446126,0.005116748,0.0057833,0.026054428,0.158138357,0.01310693,0.051022262,0.145508288,0.788743236,0.648009717,0.132602486,0.058271295,0.081210446,0.035205287,0.047978138,0.021926939,1905.74311,1946.842576,2120.640585,2059.56973,2023.076992,1990.004229,1931.93262,1902.937649,1890.903956,2279.917294,2366.280089,2236.373994,2116.608504,scirpaceus
0.627403138,0.602870501,1,0.627510189,0.389471572,1,0.270131681,0.233011677,0.205304884,0.544452877,1,1,1,0.34876166,0.548298762,0.097046743,0.37160702,0.50926973,0.776462225,1,0.445596157,0.340381607,0.390380192,0.262391886,0.203878971,0.10786964,1,1,0.388826405,1,1,0.642906271,0.685391062,1,1,1,0.473082716,0.274592252,0.298540307,0.163389047,0.200941262,0.619753544,0.304987458,0.180916186,0.474128748,0.135306166,0.051536621,0.037326054,0.140292893,0.597229885,0.709947907,0.480235084,0.03677393,0.064765191,0.043510381,0.05586805,0.074312173,0.178859517,0.13459659,0.057329974,0.025279631,0.036292173,0.065923196,0.077537436,0.03179644,0.044328572,0.080397909,0.088822851,0.050127335,0.05076061,0.194430922,0.10716458,0.041353103,0.023135131,0.100005775,0.396016583,0.543568654,0.181351375,0.016483044,0.044788111,0.096574345,0.054032323,0.04357075,0.105797398,0.077662225,0.041378077,0.012302964,0.058379287,0.157930082,0.215620209,0.116668046,0.021160915,0.055009279,0.058983291,0.038090078,0.063477985,0.088819615,0.05421963,0.030542033,0.013568915,0.029325866,0.085498509,0.168022627,0.106031712,0.027741952,0.050994028,0.058433561,0.048668451,0.051114746,0.173443051,0.062472838,0.014516541,0.01193077,0.017025826,0.053141597,0.116152509,0.061208169,0.018697521,0.058621116,0.010840038,0.020996031,0.033263884,0.371385044,0.1038052,0.013537611,0.020936028,0.05536927,0.013360741,0.006961525,0.006228011,0.022545069,0.11623665,0.008303435,0.027386523,0.087777759,0.516372913,0.356949199,0.062191344,0.035261319,0.058707322,0.014942503,0.011870583,0.008437855,0.063778486,0.191842691,0.026533581,0.070572167,0.1614727,0.767907634,0.909139442,0.184405546,0.070296447,0.091294568,0.090800605,0.169119282,0.06225005,2055.55813,1975.811126,2120.614995,2064.251419,2038.958121,1989.858247,1931.84968,1902.880945,1891.008005,2280.451218,2366.212337,2235.958451,2116.571765,scirpaceus
1,0.878798991,0.59906583,1,0.70128074,1,0.429497165,0.688931215,0.718217441,1,0.605742934,0.398885324,0.529745676,0.182266068,0.358983509,0.056317323,0.17755604,0.273298353,0.966958998,1,0.292082341,0.142492461,0.208272818,0.165467693,0.194954714,0.09541789,0.974134307,1,0.195606517,0.89095417,1,0.748512143,0.872310548,1,1,0.963052019,0.374542635,0.186507031,0.180597338,0.343048857,0.376482156,1,0.527862702,0.297541757,0.931723444,0.167445327,0.103530419,0.083981716,0.389964261,1,1,1,0.091314431,0.106340048,0.173393839,0.175757693,0.131691874,0.281926892,0.127988979,0.053432749,0.029186239,0.052056355,0.128402998,0.130951363,0.083400613,0.058234258,0.087612711,0.036228661,0.046888243,0.063983894,0.222735048,0.122009031,0.058928456,0.031705773,0.075510063,0.209157342,0.243283123,0.076501236,0.034236092,0.064063493,0.114163518,0.066656181,0.039963483,0.190778756,0.092876013,0.04260633,0.018634358,0.115616847,0.348065107,0.432124553,0.191313544,0.022246585,0.053184525,0.041892569,0.045244266,0.063690206,0.102950446,0.059895237,0.042290922,0.015052504,0.043770264,0.076850726,0.092446357,0.062618519,0.028528721,0.056518022,0.072022993,0.053005131,0.062253127,0.130475278,0.054349938,0.022385548,0.014189175,0.025400694,0.077724401,0.157794553,0.109659323,0.029473873,0.053557108,0.024173935,0.040101155,0.038160654,0.355812555,0.081208661,0.012997419,0.017982036,0.036535111,0.017217958,0.020280503,0.013820202,0.022486673,0.098117771,0.00656616,0.022759419,0.059133285,0.485539366,0.151425429,0.026676764,0.030012615,0.0771504,0.012293502,0.005083936,0.005744722,0.046265677,0.161068781,0.012960992,0.04504589,0.120659447,0.79509648,0.642683805,0.131318184,0.058615179,0.080073313,0.034260648,0.046428353,0.021254297,2134.538862,2013.660864,2120.589082,2057.932981,1977.76661,1989.711612,1931.767076,1902.823506,1891.116077,2280.982897,2366.143958,2235.542823,2116.53557,scirpaceus
1,0.969876773,0.591263731,1,0.715888901,1,0.43651366,0.707698915,0.738532364,1,0.596404304,0.391650787,0.519090898,0.158268081,0.362397632,0.055657855,0.177646942,0.288387597,0.973938122,1,0.291078199,0.14163973,0.203376067,0.162974936,0.194304206,0.094489775,0.831351376,1,0.192339032,0.877744772,1,0.755564568,0.87870715,1,1,0.946480352,0.369760617,0.184796874,0.176885281,0.190897305,0.318849615,1,0.531017161,0.319892966,0.942479464,0.168617101,0.105931566,0.08616491,0.393465628,1,1,1,0.074619224,0.105490291,0.178503057,0.175822946,0.125545377,0.286035729,0.127790129,0.053541203,0.029571315,0.052703515,0.131926888,0.134710975,0.085936619,0.051431848,0.08900716,0.035635309,0.045144949,0.059167836,0.223053495,0.12235892,0.05951344,0.031985398,0.074093027,0.203268508,0.236314625,0.074188076,0.03009447,0.065616677,0.113915843,0.066944552,0.043620017,0.19312546,0.093286623,0.042844478,0.018964896,0.115859947,0.349481494,0.434217538,0.190702367,0.020326051,0.054499477,0.042083419,0.044721625,0.062225699,0.103632179,0.060301998,0.042736713,0.015136457,0.04381906,0.076770823,0.092079443,0.06193557,0.024617419,0.057306918,0.071798569,0.052086103,0.061477118,0.130255177,0.054339669,0.022712643,0.01433599,0.025470668,0.077736444,0.157887716,0.109369265,0.024492696,0.053646859,0.024623054,0.040014769,0.037718919,0.354753579,0.080564601,0.013092516,0.018066049,0.035606978,0.017389122,0.020920786,0.014109767,0.018170657,0.098572004,0.006588349,0.023259501,0.062311711,0.487558959,0.149425633,0.026367465,0.030305869,0.076597659,0.012202649,0.005048516,0.005710994,0.036641105,0.161598911,0.0128178,0.041885528,0.110550227,0.798818553,0.637792708,0.130603847,0.058920385,0.079092675,0.033372231,0.044915211,0.020661256,2136.516985,2012.707561,2120.562826,2052.888861,1925.666981,1989.56437,1931.684815,1902.76544,1891.228431,2281.51233,2366.074959,2235.127104,2116.499902,scirpaceus
0.90266029,0.774558534,0.875015839,0.853007571,0.555536906,1,0.329843192,0.404219365,0.402334884,0.762845183,0.873607647,0.641577771,0.887076998,0.211963769,0.394513296,0.078448033,0.25103618,0.354090588,0.881868005,1,0.319651431,0.187983326,0.268238263,0.233896297,0.216305562,0.119462157,1,1,0.312492452,1,1,0.642237881,0.773231844,1,1,1,0.478438827,0.235614281,0.283089661,0.11283084,0.214239954,1,0.443174026,0.255105234,0.710831729,0.146025587,0.069638217,0.05348052,0.263321717,1,1,1,0.042419278,0.069927648,0.101280237,0.102612668,0.085390527,0.223131791,0.132584896,0.053489543,0.024758032,0.03769978,0.085638445,0.083574195,0.052378373,0.04783141,0.082502687,0.059004192,0.047950847,0.057251217,0.21475336,0.113818511,0.048161762,0.026843047,0.091158933,0.364189295,0.416695251,0.144823733,0.01997381,0.048305869,0.124887307,0.063855051,0.044134436,0.145133884,0.085008993,0.039398963,0.013814335,0.089347918,0.307919035,0.370353052,0.201007187,0.020279627,0.05203446,0.049134208,0.039873104,0.058214671,0.091543612,0.054683629,0.035212583,0.013461237,0.036265442,0.088877605,0.121408318,0.093186675,0.024561832,0.051240891,0.078866297,0.053149261,0.053419936,0.143498383,0.055336658,0.017417502,0.012112881,0.020390006,0.081705406,0.161508445,0.114048538,0.018723156,0.04961191,0.018602604,0.032831159,0.039269714,0.370605051,0.08957968,0.01209755,0.018456507,0.045561905,0.016096531,0.011921669,0.010347675,0.015521162,0.098820678,0.007251955,0.022977911,0.063200271,0.467729111,0.208268699,0.036011766,0.0289993,0.06515965,0.013945513,0.006870793,0.007393381,0.037972482,0.152052687,0.018475213,0.056580763,0.138984181,0.772253639,0.74692949,0.144690507,0.059327022,0.080149982,0.062398238,0.095264531,0.040786521,2034.762529,1970.326008,2120.536192,2053.334035,1958.238243,1989.416552,1931.602926,1902.706856,1891.345195,2282.039526,2366.005331,2234.711305,2116.464698,scirpaceus
1,1,0.601411923,1,0.737231301,1,0.431993413,0.68982119,0.718228843,1,0.602705606,0.399350923,0.529790945,0.133807723,0.354863815,0.056496153,0.181617882,0.296751211,0.976354023,1,0.28932828,0.14298294,0.208204913,0.165167957,0.195170442,0.094745328,0.725253635,0.958496598,0.197348333,0.884465321,1,0.750858583,0.877290763,1,1,0.960443503,0.371689168,0.186568676,0.180241158,0.255605711,0.366749084,1,0.51914606,0.291377906,0.931360987,0.166776816,0.103420126,0.083881132,0.395169028,1,1,1,0.033513061,0.081424392,0.174413045,0.169915977,0.1180121,0.283056313,0.12780946,0.05318269,0.029135478,0.052489608,0.128532465,0.130684503,0.083490971,0.042404114,0.085245755,0.03620559,0.047274655,0.068233033,0.223736425,0.121978652,0.058678518,0.031629159,0.076277232,0.20951048,0.242859256,0.075897949,0.022233363,0.061472042,0.114188347,0.067478345,0.047461124,0.191312528,0.092883337,0.042369675,0.018606714,0.11719087,0.348582659,0.431923071,0.190142106,0.015701892,0.05261602,0.041936188,0.043552099,0.059314295,0.103104948,0.060052962,0.042141558,0.014915665,0.044199147,0.076807722,0.092588731,0.06232808,0.022577049,0.056794011,0.072044331,0.052384137,0.062572996,0.130975561,0.054201731,0.022317394,0.014136429,0.025677706,0.077978417,0.158281018,0.109120576,0.018666098,0.051372796,0.02434733,0.041573464,0.04580807,0.357179403,0.080497563,0.012946406,0.018103277,0.036422295,0.017165796,0.020311408,0.013791462,0.013094243,0.097500972,0.006589376,0.021972155,0.05792164,0.487206963,0.150582288,0.026458795,0.030312903,0.076755388,0.012122701,0.005099741,0.005738908,0.024073499,0.155862211,0.012974137,0.048786749,0.138423356,0.802904218,0.641497066,0.129804057,0.058815124,0.07971834,0.03419053,0.046482268,0.021107932,1884.873041,1948.850683,2120.509212,2058.228248,2029.666124,1989.268209,1931.521354,1902.647705,1891.466564,2282.564464,2365.935082,2234.295427,2116.430006,scirpaceus
