post,tags
typeloadexception in com library  i have a class library that has a class  messagegroupinfo  that contains some string and bool properties. no methods. i use this class to pass info to a constructor of another class  messagegrouper.     these are used by a com visible class library that is an add-in to another app. both the add-in assembly and the class library use .net 4 client targets.     when i call a method that uses messagegrouper (and thus messagegroupinfo)  i get a typeloadexception. it can t find messagegroupinfo.  i know it has resolved and loaded the class library because other code in that assembly is working just fine.     i setup a quick winform app to see if it had an issue  but it worked fine.     this problem originally occurred on a 64bit win7 box. it works fine on a xp 32bit box.    so  could this be a 64 bit thing or a com-64bit thing   is there some setting i m missing  not that otherwise the add-in works well  calling many other methods in the class library.     thanks!,.net
angular one module with multiple controller not working  am new to angular js  is it possible to create multiple controller in single module     <div class= snippet  data-lang= js  data-hide= false > <div class= snippet-code > <pre class= snippet-code-html lang-html prettyprint-override ><code>     &lt;body ng-app= birth  &gt;  &lt;div ng-controller= learnertosurvive  ng-show= $learn &gt;   &lt;p&gt;xxx&lt;/p&gt;   &lt;button ng-click= start &gt;let s begin&lt;/button&gt;  &lt;/div&gt;  &lt;div ng-controller= starttosurvive  ng-show= $begin &gt;   &lt;button ng-model= $cpu &gt; vs cpu &lt;/button&gt;   &lt;button ng-model= $multiplayer &gt; multiplayer&lt;/button&gt;   &lt;div ng-show= $options &gt;    &lt;label for= two &gt;two&lt;/label&gt;&lt;input type= radio  id= two  ng-model= $players  name= multi  text= two /&gt;    &lt;label for= three &gt;three&lt;/label&gt;&lt;input type= radio  id= three  ng-model= $players  name= multi  text= three /&gt;    &lt;label for= four &gt;four&lt;/label&gt;&lt;input type= radio  id= four  ng-model= $players  name= multi  text= four /&gt;   &lt;/div&gt;  &lt;/div&gt;  &lt;div ng-controller= survivebegins  ng-show= $play &gt;   &lt;canvas id= survival  style= height: 300px  widht:500px &gt;  &lt;/div&gt;  &lt;div ng-controller= death  ng-show= $over &gt;  &lt;/div&gt;  &lt;/body&gt;</code></pre> </div> </div>,angularjs
windows 8 style api for asp.net (websites)  i ve heard that microsoft has unleashed a windows 8 style (previously known as metro) api for asp.net does anyone knows anything about it  what is it called  where to get it from  unfortunately i don t have any link about that api. i ve tried searching for it but didn t get any luck.  i have found some jquery apis  but i m asking about the one done by microsoft itself. is there any,asp.net
pass a string from didselectrowatindexpath to a button-click action  i have this code nsstring *localstringvalue;   <pre><code>- (void)tableview:(uitableview *)tableview didselectrowatindexpath:(nsindexpath *)indexpath {     [tableview deselectrowatindexpath:indexpath animated:yes];     localstringvalue = [m_textfield cellforrowatindexpath:indexpath].textlabel.text;      localstringvalue = [m_textfield cellforrowatindexpath:indexpath].detailtextlabel.text;      nsarray* toreload = [nsarray arraywithobjects: indexpath  self.selectedindexpath  nil];     self.selectedindexpath = indexpath;     if ([[tableview cellforrowatindexpath:indexpath] accessorytype] == uitableviewcellaccessorycheckmark){         uploadview *uploadview = (uploadview *)self.view;         if (uploadview != nil)         {             [m_owner uploadstring:localstringvalue];             //[self dismissmodalviewcontrolleranimated:yes];         }          [[m_textfield cellforrowatindexpath:indexpath] setaccessorytype:uitableviewcellaccessorynone];     }      else {          [[tableview cellforrowatindexpath:indexpath] setaccessorytype:uitableviewcellaccessorycheckmark];      } } </code></pre>   in this code i am syncing localstringvalue to google-doc when i tap the cell if the check mark is there.localstringvalue contains the values in the tableview cell.every thing works fine at this point.but my need is i want to pass this value to a button click that means if the user select multiple row i want all the values in the localstringvalue and pass this through this code   <pre><code>- (ibaction)doupload:(id)sender {             uploadview *uploadview = (uploadview *)self.view;             if (uploadview != nil)             {                 [m_owner uploadstring:@  ];                 //[self dismissmodalviewcontrolleranimated:yes];             }  } </code></pre>   i want to pass localstringvalue in <code>[m_owner uploadstring:localstringvalue];</code> how to do this  thanks in advance.,iphone
why can t an implementing method have an argument  for this:   <pre><code>import java.awt.eventqueue; import javax.swing.jframe;  public class swingexample11 extends jframe implements runnable {     public swingexample11() {         initui();     }        private void initui() {         settitle( swingexample1 );         setsize(300  200);         setlocationrelativeto(null);         setdefaultcloseoperation(exit_on_close);     }        @override     public void run(swingexample11 ex) {         ex.setvisible(true);     }        public static void main(string[] argv) {         swingexample11 ex = new swingexample11();         eventqueue.invokelater(ex);     }    } </code></pre>   i get:   <pre><code>6: error: swingexample11 is not abstract and does not override abstract method run() in runnable public class swingexample11 extends jframe implements runnable { ^ 16: error: method does not override or implement a method from a supertype @override ^ </code></pre>   when i remove the argument and the code block from <code>run()</code> it compiles  but obviously doesn’t do anything.    when i implement an interface i thought i could write the method however i wanted  is it because its an abstract method  i thought all interface methods were abstract by default  and anyway  i thought if you <code>@override</code> a method then you can do what you want with it.    i think i am confused with abstract methods. where am i going wrong please  and what will make me understand things more clearly,java
invalid json error message in visual studio 2013  i get  invalid json  error message when i run the below code in visual studio 2013  but if i copy the same code to visual studio 2010 it works fine. here is the code :   <pre><code>&lt;script src= scripts/jquery-1.4.1.js  type= text/javascript &gt;&lt;/script&gt;     &lt;script type= text/javascript &gt;         function drawchartttt() {             var test = window.location.href +  /test ;              var name =  sss ;              $.ajax({                 type:  post                   url: window.location.href +  /test                   data:  { name : tman }                   contenttype:  application/json; charset=utf-8                   datatype:  json                   success: function (r) {                     alert( success );                 }                  failure: function (r) {                     alert( error 1 );                     alert(r.d);                 }                  error: function (xhr  status  error) {                     // alert( error 2 );                     alert(error);                     alert(xhr);                     alert(status);                 }             });         }           $(document).ready(function () {             drawchartttt();          });      &lt;/script&gt; </code></pre>   server side :   <pre><code>  [webmethod]      public static string test(string name)       {           return  tman ;       } </code></pre>   alert(status) displays parsererror    what could be the problem,asp.net
how to draw triangle with transparent background with border   i would like to know how to draw a triangle with a transparent background with borders  the examples i had found do not provide borders. any way to accomplish this,css
add contact from iphone application bugg  i am successfully adding contact address in iphone  through my application by using below code   <pre><code>abaddressbookref addressbook = abaddressbookcreate();     abrecordref showroom = abpersoncreate(); abmutablemultivalueref multiaddress = abmultivaluecreatemutable(kabmultidictionarypropertytype);     nsmutabledictionary *addressdictionary = [[nsmutabledictionary alloc] init];     [addressdictionary setobject:[nsstring stringwithformat:@ %@  address_bcard.text] forkey:(nsstring *) kabpersonaddressstreetkey];      abmultivalueaddvalueandlabel(multiaddress  addressdictionary  kabworklabel  null);     abrecordsetvalue(showroom  kabpersonaddressproperty  multiaddress @  );     cfrelease(multiaddress);      abaddressbookaddrecord(addressbook  showroom  nil);     abaddressbooksave(addressbook  nil) cfrelease(showroom); cfrelease(addressbook); </code></pre>   i am adding australian address from application to iphone contacts eg. sydney australia. instead of <strong>sydney australia</strong> the iphone contact shows <strong>sydney australia india</strong> in addess field. how to remove this bugg.,iphone
angular js - disable toggle switch  (using angular and typescript) i have a toggle switch directive as:   <pre><code>    return {         restrict:  e           scope: {             ngmodel:  =               ontext:  @               offtext:  @               title:  @                        }          template:          &lt;label class= switch-light well &gt;  +            &lt;input type= checkbox  ng-model= ngmodel &gt;  +            &lt;span&gt;  +              {{title}}  +              &lt;span class= switch-light-option  ng-class= { \ switch-light-checked\ : !ngmodel} &gt;{{offtext}}&lt;/span&gt;  +              &lt;span class= switch-light-option  ng-class= { \ switch-light-checked\ : ngmodel} &gt;{{ontext}}&lt;/span&gt;  +            &lt;/span&gt;  +            &lt;a class= btn btn-primary &gt;&lt;/a&gt;  +          &lt;/label&gt;      }; </code></pre>   in my html i am using this as:   <pre><code>toggle-switch ng-model= myvalues  on-text= enabled  off-text= disabled   </code></pre>   now i want to disable the above one. how can i do so.     i am pretty new to angular so any inputs would be appreciated.    thanks,angularjs
account for missing values in group by month  i m trying to retrieve the average number of records added to the database each month. however for months that no records were added  the row is missing and therefore not being calculated into the average.    here is the query:   <pre><code>select avg(a.count) as avg from ( select count(*) as count  month(insertedtimestamp) as month     from certificates     where insertedtimestamp &gt;=  9/19/2014          and insertedtimestamp &lt;=  7/1/2015      group by month(insertedtimestamp)  ) as a </code></pre>   when i run just the inner query  only results from months 9 10 11 are showing  because there are no records for months 12 1 2 3 4 5 6 7. how can i add these missing rows to the table in order to get the correct monthly average     thanks!,sql
url starts with a double slash  on several pages i saw in the last months following syntax for a address   <pre><code>&lt;a href= //mynextpage.html &gt;...&lt;/a&gt; </code></pre>   what does this way of an url stay for  is it a kind of wildcard for the protocol you have called this site,html
what does d mean in html datetime format  yyyy-mm-ddthh:mmtzd   <a href= http://prasanjitmandal.blogspot.tw/2010/06/sharepoint-datetime-format-conversions.html  rel= nofollow >http://prasanjitmandal.blogspot.tw/2010/06/sharepoint-datetime-format-conversions.html</a>    the above link says <strong>z</strong> <code>indicates the coordinated universal time (utc)</code>     but what does last <strong>d</strong> mean in    <blockquote>    yyyy-mm-ddthh:mmtz<strong>d</strong>  </blockquote>   (i refer to the very last <strong>d</strong>; not the two <strong>dd</strong> which stand for <code>day-of-month</code>.),html
simple_html_dom.php memory problems  i am trying to write a crawler using simple_html_dom.php version 1.5 but it seems it leaks memory for reasons unknown. i tried the 1.5 because they claim to have fixed memory leaks help will be appreciated. after 40 repetitions of the loop i get the following message   <pre><code>   fatal error: allowed memory size of 268435456 bytes exhausted (tried to allocate 8388608 bytes) in c:\work\simple_html_dom.php on line 1078 &lt; php /** * ******************testing************************* */     include( simple_html_dom.php );   $beginning=0; $end=35; $filename =  c:/results.txt ; $filehandle = fopen($filename   w ) or die( can t open file );  for ($i = $beginning; $i &lt; $end; $i++) {  $url = sprintf( http://imgur.com/gallery/hot/day/page/%d scrolled  $i);  $html = file_get_html($url);  echo  day: - .$i. \n ;   foreach($html -&gt; find( div[class=posts] ) as $element){         foreach($element -&gt; find( img ) as $el)     {         $urls = $el-&gt; src;         $urls1 = str_replace( b.jpg   .jpg  $el-&gt;src);         $urls2 =     str_replace( .jpg     str_replace( .com/   .com/gallery/  str_replace( http://i.   http://  str_replace( b.jpg   .jpg  $el-&gt;src))));          $title=str_replace( &amp;quot;      str_replace( &amp;#039;      stristr($el-&gt; title  &lt;p&gt;  true)));         $fil= $urls2.               .$urls.               .$urls1.               .$title. \n ;         fwrite($filehandle  $fil);      } }  $html-&gt;clear; unset($html); }  fclose($filehandle);      &gt; </code></pre>,php
ios abpeoplepicker nav controller custom address book  i m having an issue with a peoplepicker nav controller. i m trying to filter and show only contacts with email. this seems to work about halfway. here s the code:   <pre><code>- (ibaction) addemail: (id)sender {     abpeoplepickernavigationcontroller *picker;     picker = [[abpeoplepickernavigationcontroller alloc] init];      abaddressbookref test = [self getvalidcontacts];     [picker setaddressbook:test];      nsnumber* emailprop = [nsnumber numberwithint:kabpersonemailproperty];     picker.displayedproperties = [nsarray arraywithobjects:emailprop  nil];      picker.peoplepickerdelegate = self;      [parentcontroller presentmodalviewcontroller:picker animated:yes];      [picker release]; }  - (abaddressbookref)getvalidcontacts{      abaddressbookref allpeople = abaddressbookcreate();     abaddressbookref contactswithemail = abaddressbookcreate();     cfarrayref allcontacts = abaddressbookcopyarrayofallpeople(allpeople);     cfindex numberofcontacts = abaddressbookgetpersoncount(allpeople);     cferrorref  anerror = null;       for(int i=0; i&lt;numberofcontacts;i++){         abrecordref aperson = cfarraygetvalueatindex(allcontacts  i);         abmultivalueref emailproperty = abrecordcopyvalue(aperson  kabpersonemailproperty);         if(abmultivaluegetcount(emailproperty)&gt;0){             nslog(@ this dude has an email address  he s on the list );             //abaddressbookaddrecord(contactswithemail  aperson  &amp;anerror);        }         else{             nslog(@ this guy has no email  removing them from the addressbook );             abaddressbookremoverecord(contactswithemail  aperson  &amp;anerror);         }      }     int foo = abaddressbookgetpersoncount(contactswithemail);     nslog(@ at the end we have %d contacts with email   foo);     return contactswithemail; } </code></pre>   i m testing this in simulator with 4 contacts: 3 have one or more email addresses  and one doesn t. it seems that my getvalidcontacts method does what its supposed to do... it returns an address book with only the 3 contacts that have email properties. when the peoplepicker table comes up though  the 4th guy is still there. if i select the cell that shouldn t exist i get a sigabrt error  like i m trying to touch a deallocated object.     i ve read that saving the modified addressbook will alleviate my problems  but i m not crazy about the prospect of deleting other peoples  contacts. am i thinking about it wrong  if i create an addressbook and save it will it modify the shared addressbook on the device     anybody have any success filtering the addressbook for specific contacts that can instruct me a bit     thanks in advance.,ios
can ios app listen() to a socket   can ios app listen to a socket to become a server of some kind  if yes  what are limitatoins  can you connect to this server from outside of your iphone/ipad  can you connect to it from the webpage on the same iphone using the websockets,ios
using float in css <blockquote>    <strong>possible duplicate:</strong><br>   <a href= https://stackoverflow.com/questions/8028043/html-and-css-syntax >html and css syntax</a>    </blockquote>     i am trying to make a 3 column page    this is the css:   <pre><code>#left { float: left; width: 150 px; background-color: blue; height: 400px; }  #center { margin-left: auto; margin-right: auto; margin-top: 0px; width: 600 px; background-color: yellow; height: 400px; clear: none; }  #right { float: right; width: 150px; background-color: red; height: 400px; } </code></pre>   when i view the html file in my browser  the right column just drops down below the left column  what am i doing wrong,css
split text and tween in java (pseudocode)  i am looking for some help in creating a simple program.     i would like to read in a text file containing maybe 2000 words. i d like to split this file into individual words and have them zoom from the center of the screen real small like to really large and then disappear. then the next word comes... ect... i would like to speed up and slow down the speed of the text appearing.     so i am thinking i read in the file  split it by     spaces i guess  fill an array with the individual words  size them at 1px and then tween them to say 50px.    are there any hints or libraries or the like that any of you can suggest to me,java
c++ pointer returning null  trying to update to a pointer from a function return. just for background this is a template that acts like the stl vector. this is the returning function.    <pre><code>    //////////////////////////////////////////////////////////////////////////////// //removes an item from the array const t&amp; remove(int pos) {     if(pos &gt; cnt)         pos = cnt;     if(pos &lt; 0)         pos = 0;     static t v;     for(int i k = 0; i &lt; cnt; i++ k++)     {         if(i == pos)         {             v = element[i];             i++;         }         else             element[k] = element[i];     }     cnt--;     return v; }  ///////////////////////////////////////////////////////////////////////// </code></pre>   the pointer variable i am trying to update:   <pre><code>tvector&lt;member*&gt; members; member* backmember;  backmember = members.remove(members.size()-1); </code></pre>   but backmember always returns null. i am sure i am missing something simple  just not sure what. any ideas  let me know if you have any questions and thanks in advance.,c++
multiple distinct pages in one html file  is there any way to have multiple distinct html pages contained within a single html file   for example  suppose i have a website with two pages:   <pre><code>page 1 : click here for page 2 </code></pre>   and   <pre><code>page 2 : click here for page 1 </code></pre>   can i create a single html file that embeds simple static html for both pages but only displays one at a time   my actual pages are of course more complicated with images  tables and javascript to expand table rows.  i would prefer to avoid too much script code.  thanks!,html
when i open android studio  it says  missing essential plugin: org.jetbrains.android please reinstall android studio from scratch.   recently  my android studio was working fine  however  yesterday when i opened android studio it said  <pre><code>&quot;missing essential plugin:    org.jetbrains.android  please reinstall android studio from scratch.&quot; </code></pre>  i have tried installing many times  but still nothing happens.i even tried it running as an administrator. but then also nothing happens. and the answers from the previous questions  i don t understand that where we have to past the links.(the c:users one...). pls help.,android
is there case for closed paragraphs tags <p/>  i m reading html paragraphs documentation here: <a href= http://www.w3schools.com/html/html_paragraphs.asp  rel= nofollow >http://www.w3schools.com/html/html_paragraphs.asp</a>    but there is nothing about <code>&lt;p/&gt;</code> usage    but i was trying it and it works as new line. is there difference between <code>p</code> and <code>br</code> in this case     if i can use <code>&lt;p/&gt;</code> as <code>&lt;br/&gt;</code> then why do i need <code>&lt;br/&gt;</code>,html
smaato iphone ad in the universal app  i have universal app and want to integrate smaato. but smaato let me create only specified ad - ipad or iphone. so  can i use smaato iphone ad id in my universal app and will it be handled correctly,ios
how to combine click and mouseenter in angularjs   i have a directive to have a sorting icon on a table column (fa-caret-up  fa-caret-down) when i mouseenter on the column header  it should show opposite direction of existing otherwise default direction desc. i am able to get the events click  mouseenter and mouseleave. now the problem is  when you go over a column to click  triggering is not appropriate and it is removing sort icon.  is there a way to combine both click and mouseenter events to trigger first click and mouseenter event next  this is my code.i need to implement something like ele.bind( click mouseenter ) or order events click then implement mouseeneter:   <pre><code>var upsortclass =  fa fa-caret-up ; var downsortclass =  fa fa-caret-down ; var iconclass =  .icon-sort ; var addiconclass =  ; var removeiconclass =  ;  ele.bind( click   function () {     var ic = ele.find(iconclass);     ic.addclass(addiconclass);     addiconclass =  ; }); ele.bind( mouseenter   function () {     var ic = ele.find(iconclass);     var sortup = ic.hasclass(upsortclass);     var sortdown = ic.hasclass(downsortclass);      if(sortup) {         addiconclass = upsortclass;         removeiconclass = downsortclass;         ic.removeclass(upsortclass);         ic.addclass(downsortclass);     }     if(sortdown) {         addiconclass = downsortclass;         removeiconclass = upsortclass;         ic.removeclass(downsortclass);         ic.addclass(upsortclass);     }     if(!sortup &amp;&amp; !sortdown) {         removeiconclass = downsortclass;         ic.addclass(downsortclass);     } }); ele.bind( mouseleave   function () {     var ic = ele.find(iconclass);     ic.removeclass(removeiconclass);     ic.addclass(addiconclass);     addiconclass =  ;     removeiconclass =  ; }); </code></pre>   please guide. thanks in advance.,angularjs
foreign key references mutiple columns in the database  when i get my eer converted to the relational schema i got this  table which has a composite primary key like following    <pre><code>create table branch (     branch_number varchar(20)      b_code varchar(20)      name varchar(20)      address varchar(20)       --constraints     constraint pk_branch primary key(branch_number b_code)      constraint fk_branch foreign key(b_code) references bank(b_code)  ) </code></pre>   this above table is a weak entity and therefore it s having a key combination as a primary key. (due to the identifying relationship) then this branch table is in a one-to-many relation with the following table    <pre><code>create table account  (     account_no varchar(20)      balance float      branch_number varchar(20)      b_code varchar(20)      a_code varchar(20)       --constraints     constraint pk_account primary key(account_no)      constraint fk_account_1 foreign key(b_code) references branch(b_code)      constraint fk_account_2 foreign key(branch_number) references branch(branch_number)      constraint fk_account_3 foreign key(a_code) references account_type(a_code) ) </code></pre>   how do i make the relation between these two tables  how to implement the foreign key for the account table with branch when i have one column referencing to two other columns,sql
traffic signal program c basic  i have made a small basic traffic light program. it is not giving the output i m expecting. i want it to print all five cases with change over time but instead in the second if else case  it prints  red light   red lightght  instead of  red light   red light  and starts to blink. same is for 5th if else. what seems to be the problem    <pre><code>#include &lt;time.h&gt; #include &lt;conio.h&gt; #include &lt;stdio.h&gt; int main() {     time_t strt  t;     long difference = 0;     int a  progrun;     char start;     printf( press 1 to turn on the traffic light\n );     scanf_s( %d   &amp;progrun);     if (progrun == 1)     {         strt = time(null);         printf( east-west signal   north-east signal\n );         while (difference &lt; 15)         {             t = time(null);             difference = t - strt;             int light(difference);             if (difference &lt;= 3)             {                 printf( red light   green light\r );                 fflush stdout;             }             else if (difference &gt; 3 &amp;&amp; difference &lt;= 6)             {                 printf( red light   yellow light\r );                 fflush stdout;             }             else if (difference &gt; 5 &amp;&amp; difference &lt;= 8)             {                 printf( red light   red light\r );                 fflush stdout;             }             else if (difference &gt; 8 &amp;&amp; difference &lt;= 10)             {                 printf( yellow light   red light\r );                 fflush stdout;             }             else if (difference &gt; 10 &amp;&amp; difference &lt;= 12)             {                 printf( green light   red light\r );                 fflush stdout;             }             else if (difference &gt; 12 &amp;&amp; difference &lt;= 14)             {                 printf( yellow light   yellow light\r );                 fflush stdout;             }         }     }     _getch();     return 0; } </code></pre>,c
can someone explain how to override the init method  i am trying to initialize square objects with a side integer value. i just don t know how   this is the code in the textbook  as much as i understand the gist of what the authors trying to accomplish  i don t understand the logic behind the code  an explanation would be most appreciative.    <pre><code>-(instancetype)initwithside:(int)s {    self = [super init];  if (self){  [self setside: s]; }  return self; } </code></pre>   why  self = [super init];  and when we  return self  what are we returning  is it the integer value stored at  s  or on object,objective-c
how to sort an array of dates in iphone   i have an array of dates  that  are adding one by one to the table view    but i want to sort them in ascending order irrespective of the sequence added them can any one help me,iphone
sql count occurrence of value by distinct id  given following table <strong>a</strong>   <pre><code>flightid| roles 1       | pilot 1       | steward 1       | steward 2       | pilot 2       | co-pilot </code></pre>   how can i determine the number of stewards on each distinct flight  the output should be like this:   <pre><code>flightid| count 1       | 2 2       | 0 </code></pre>   first i tried:   <pre><code>select flightid  count(role) from a group by flightid </code></pre>   but this gives me the total number of roles per flight. then i tried:   <pre><code>select flightid  count(role) from a where role= steward  group by flightid </code></pre>   this is partially right since it gives me the number of stewards per flight  but it does not take into account 0 stewards. how can i also include 0 stewards into the result,sql
how to use custom file extension instead of .aspx  i want to use custom extension on my web site. i mean  i do not want to use  default.aspx   i want to use  default.customext     how could i do this in web.config or anywhere else     ps: i have no chance to change the asp.net configuration on iis    i am using .net framework 3.5  visual studio 2008 sp1  and target server is iis 7    thank you,asp.net
how to add elements in array using javascript <pre><code>var total=0; var status = []; for(i=0 ; i&lt;target.frontmostapp().mainwindow().tableviews()[3].cells().length ; i++) { status[i] = target.frontmostapp().mainwindow().tableviews()[ activity list table ].cells()[i].statictexts()[3].name(); total+=parseint(status[i]); } </code></pre>   i am storing all the cell values in status[i]   now i want to take the sum of all the values in status[i],javascript
changing variable name in python  i want to do the following in python:   <pre><code>for i in range (1 2):     string = 2     string= string +str(i)    print string1 print string2 </code></pre>   i m expecting the output string1=2 and string2=2 but getting the following error.   <pre><code>nameerror: name  string1  is not defined. </code></pre>   i want to store the value of string in new variable like string1 and string2 as defined above but i m receiving the above error. any help would be appreciated.,python
update a column in a database with values from another colum of another database  i need to update a column in a database with values from another column of another database.   here is my query:  <pre><code>update dba.tablea as a set a.columna = b.columnb from dbb.tableb as b where a.num = b.num </code></pre>  and i get the error:  <h1>1064 - you have an error in your sql syntax; check the manual that corresponds to your mysql server version for the right syntax to use near  from ...</h1>  both databases are in the same server.   how can i solve this,mysql
pass label value from aspx to ascx page  how do i pass the value (id or text) of a label in a aspx page to  web user control(ascx)  page  answers with code are highly appreciated.    thanks in advance,asp.net
rails difference in object created from a .find(:id) and .where() methods  what is the difference in the objects created with these 2 methods:   <pre><code>tec = technique.find(6) tec2 = technique.where(:korean =&gt;  jok sul ) </code></pre>   the data returned for each is exactly the same  yet the first object will respond perfectly to an inherited method like update_attributes while the second object will give an error of method not found.     when i do tec.class and tec2.class one is an activerecord::relation and the other doesn t give me a class at all  it just prints out the content of the object.     maybe when you use the .where method you get an array  even if there is only one match and therefore you always have to issue the .each method to get at the contents  but that makes it hard to deal with when you want to update records  etc.     can someone clarify this for me  specifically  how to deal with matches found through the .where method.    thanks.,ruby-on-rails
using an if statement to check if a date is more than a year c# <pre><code>  var carid = taxbdo.customer_id;   customer customerindb = (from p in taxenitites.customers                            where p.customer_id == carid                            select p).firstordefault();    if (customerindb.date_taxed &lt; 365)   {    } </code></pre>   i have retrieve a date from my db that i have set up  however i can not figure out to use an if statement t use this date from my database to check if this date is more that a year ago     any help would be appreciated     thanks,c#
how to debug typos in $(...) selection  <pre><code>$ = (function($_) {      use strict      var $ = function () {         var result = $_.apply(this  arguments)         if (result.length === 0)             console.log(                  $.call(  + this +      +                 json.stringify(array.prototype.slice.call(arguments)) +                  ) returned empty selection!              )         return result     }     object.assign($  $_)     return $ })($) </code></pre>   when in my code <code>$(...)</code> selection does not match anything  it usually means that i made a typo.    the code above replaces jquery s <code>$</code> function with one written by me  which writes message in console in case nothing matched to help me find the bug.    i know i could check using <code>$(...).length</code>  but i d have to insert it everywhere.    <strong>is there better (maybe built-in) way of debugging typos in <code>$(...)</code> selection <br> (especially ones that make it match nothing)</strong>,jquery
how to collect data from array   form:   <pre><code>&lt;input type= text  name= sample[]  id= sample1 /&gt; &lt;input type= text  name= sample[]  id= sample2 /&gt; &lt;input type= text  name= sample[]  id= sample3 /&gt; .... </code></pre>   how to collect data from form  and then put each value to mysql,php
identifying the view selected in a contextmenu (android)  in android  <code>oncontextitemselected</code> has a single <code>menuitem</code> argument and so it isn t clear how to identify the view selected. <a href= http://developer.android.com/reference/android/view/menuitem.html#getmenuinfo%28%29  rel= noreferrer >menuitem.getmenuinfo</a> provides access to <a href= http://developer.android.com/reference/android/view/contextmenu.contextmenuinfo.html  rel= noreferrer >contextmenu.contextmenuinfo</a>  but while both known subclasses provide access to the target view  there does not appear to be an accessor on the interface.    one alternative is to save the <code>view</code> provided in <code>oncreatecontextmenu</code> in a private class variable which relies on <code>oncreatecontextmenu</code> not being called again in the activity before <code>oncontextitemselected</code>. another is to use the id of the <code>view</code> for the <code>itemid</code> argument of <a href= http://developer.android.com/reference/android/view/menu.html#add%28int %20int %20int %20int%29  rel= noreferrer >contextmenu.add</a>. if we do this  we would then need to identify the option selected from the context menu by using its (possibly internationalised) title.    what is the best method for identifying the <code>view</code> selected in <code>oncontextselected</code>,android
why doesn t html render when passed from angularjs   i d like to pass html back to the webpage but it is coming through as literal.  any ideas what i m doing wrong     html:   <pre><code>&lt;div ng-app= app  ng-controller= ctrl &gt;  {{price}} &lt;br&gt;     only &lt;strike&gt;$49&lt;/strike&gt; $29 &lt;/div&gt; </code></pre>   angular:   <pre><code>var app = angular.module( app  []);  app.controller( ctrl   function($scope $sce){     $scope.price = $sce.trustashtml( only &lt;strike&gt;$ +49+ &lt;/strike&gt; $ +29);; }); </code></pre>   output:   <pre><code>only &lt;strike&gt;$49&lt;/strike&gt; $29  only $49 $29 </code></pre>   example: <a href= http://jsfiddle.net/eyks7zu9/3/  rel= nofollow >http://jsfiddle.net/eyks7zu9/3/</a>,angularjs
middle align svg with inline text  i have a simple svg image with some inline text as pasted <a href= http://codepen.io/anon/pen/rrrdbe  rel= nofollow >here</a>. how to middle-align both the text and the icon vertically  i tried usual ways to middle align such as setting negative <code>martin-top</code>  use <code>table-cell</code> but no luck.    html:   <pre><code>&lt;div class= imagelabel__label___yb88q &gt;     &lt;i class= imagelabel__icon___bfegt &gt;         &lt;svg id= layer_1  data-name= layer 1  xmlns= http://www.w3.org/2000/svg  viewbox= 0 0 32 32 &gt;             &lt;title&gt;email&lt;/title&gt;             &lt;path d= ... &gt;&lt;/path&gt;         &lt;/svg&gt;     &lt;/i&gt;     john@gmail.com &lt;/div&gt; </code></pre>   css:   <pre><code>svg {   width: 25px;   height: 25px;   margin-right: 3px; } </code></pre>,css
set variable name to length of array  is it possible to set the name of variable to the length of an array in python                             for example (in pseudo-code):   <pre><code>list = [1  2  3] somevar[len(list)] = obj(value1  value 2) </code></pre>   so the variable could be referred to like:   <pre><code>print (somevar3) </code></pre>   would this be possible,python
g++ compile error (undefined symbols for architecture x86_64)  when i compile code by g++-4.9   <pre><code>g++ main.cpp base_server.cpp base_server.hpp threaded_server.cpp threaded_server.hpp </code></pre>   i m getting error:   <pre><code>undefined symbols for architecture x86_64:    baseserver::~baseserver()   referenced from:       threadedserver::~threadedserver() in ccqvip8s.o       threadedserver::~threadedserver() in ccqvip8s.o ld: symbol(s) not found for architecture x86_64 collect2: error: ld returned 1 exit status make: *** [all] error 1 </code></pre>   when i compile by clang++ there are no any errors and warning. how to compile it by g++      base_server.hpp: <a href= https://gist.github.com/yutkin/ccecf7d6132ab63db3bd  rel= nofollow >https://gist.github.com/yutkin/ccecf7d6132ab63db3bd</a>    base_server.cpp: <a href= https://gist.github.com/yutkin/833bf593cf1775b3cb21  rel= nofollow >https://gist.github.com/yutkin/833bf593cf1775b3cb21</a>    threaded_server.hpp:  <a href= https://gist.github.com/yutkin/61ef0a91f1e1c811334b  rel= nofollow >https://gist.github.com/yutkin/61ef0a91f1e1c811334b</a>    threaded_server.cpp: <a href= https://gist.github.com/yutkin/62821e6791565a54edac  rel= nofollow >https://gist.github.com/yutkin/62821e6791565a54edac</a>    os x 10.11.1,c++
android development: where to report bugs in the android development environment   i am developing an app using listview  and i am facing the problem which i have mentioned in this link: <a href= https://stackoverflow.com/questions/14923055/android-listview-when-using-scrollto-listview-does-not-refresh-but-when-manual >when using scrollto listview does not refresh  but when manually scrolling it refreshes</a>.    where can i report this bug in the android development environment so that this issue can be fixed  and i can develop my app the way i want it  thanks.,android
