post,tags
get javascript bytecode  i have read that javascript source code first compiles to the intermediate representation(bytecode). then bytecode compiles to the native code using jit. so i compile webkit on my linux machine  and want to get bytecode of source file. but i can t figure how to do that     how can i see/access the intermediate byte code that a javascript interpreter produces,javascript
superglobals can t be accessed via variable variables in a function   i can t access superglobals via variable variables inside a function. am i the source of the problem or is it one of php s subtleties  and how to bypass it    <pre><code>print_r(${ _get }); </code></pre>   works fine   <pre><code>$g_var =  _get ; print_r(${$g_var}); </code></pre>   gives me a notice: undefined variable: _get,php
modifying class properties with john resigs simple javascript inheritance  currently i m trying to use john resigs simple javascript inheritence library  this works great but when i try to modify default member variables  it seems to influence the prototype rather than only the instance:    <a href= http://jsfiddle.net/u2mwl/1/  rel= nofollow >http://jsfiddle.net/u2mwl/1/</a>    as you can see  the events is of different length each time you create a new instance. am i using the library in the wrong way or is this a known flaw  what are the alternatives,javascript
sql query on using join command and union  <code>code</code> prints a table with columns <code>play id</code>  <code>play title</code>  <code>play year</code> which has values in the table ordered by  play year    i want to add drama  comedy  tragedy tables into as one column in the huge table.    so the table should print like this with values below each column:    <code>p_no</code>  <code>p_title</code>  <code>p_year</code>  <code>type</code>    type is     <pre><code>select d.d_type as  type  from drama d where d.d_p_no=p.p_no    union select c.c_type as  type  from comedy c where c.c_p_no=p.p_no   union     select t.t_type as  type  from tragedy t where t.t_p_no=p.p_no </code></pre>   so my question is how can i add the table type into the below code where the <code>syntax is correct</code> and works because my above declaration is wrong and does not work with join tables     code:   <pre><code>  select p.p_no  cast(p.p_title as varchar(15)) as p_title  p.p_year    from play p    order by p.p_year </code></pre>,sql
how to append to an existing list using jquery  i am modifying an existing application where there is already a list on the html. i will be adding a fancybox where the user can select from checkboxes inside the fancybox and when closing the fancybox the selection will be appended to the loaded form. here is the html of the list and i want to add the selected items to it.   <pre><code>    &lt;ul id= collablist  data-area= display-list &gt;      &lt;li&gt;         first item in the list         &lt;button class= btn btn-link btn-sm  type= button  data-action= remove &gt;            &lt;i class= glyphicon glyphicon-remove-sign &gt;&lt;/i&gt;         &lt;/button&gt;      &lt;/li&gt;      &lt;li&gt;         second item in the list        &lt;button class= btn btn-link btn-sm  type= button  data-action= remove &gt;            &lt;i class= glyphicon glyphicon-remove-sign &gt;&lt;/i&gt;       &lt;/button&gt;       &lt;/li&gt;     &lt;/ul&gt; </code></pre>   interface looks like: <a href= https://i.stack.imgur.com/j2s0h.png  rel= nofollow noreferrer ><img src= https://i.stack.imgur.com/j2s0h.png  alt= enter image description here ></a>,jquery
c++ int* and char* byte order swapped  i m trying to read and analyze a binary file. i was trying to convert integers into char arrays ( cut int into bytes ) and printig them as bitsets. i ve noticed that the same data stored inside integer had reversed byte order than when stored as char  having the same number order inside of array  and the same bit order inside of byte. i would like to know why is that and eventually how to change that.    example code showing the problem:   <pre><code>#include&lt;iostream&gt; #include&lt;bitset&gt; using namespace std; int main() {    unsigned int a[]={5 4 6};    char *b=(char*)a;    for(int i=0;i&lt;3;++i)    {        cout&lt;&lt;bitset&lt;32&gt;(a[i])&lt;&lt;   ;    }    cout&lt;&lt; \n ;     for(int i=0;i&lt;12;++i)    {        cout&lt;&lt;bitset&lt;8&gt;(b[i])&lt;&lt;   ;    }   } </code></pre>   output:   <pre><code>00000000000000000000000000000101 00000000000000000000000000000100 00000000000000000000000000000110 00000101 00000000 00000000 00000000 00000100 00000000 00000000 00000000 00000110 00000000 00000000 00000000 </code></pre>,c++
passing a pointer (string) to a c function  please read until the end before you say:  oh no  this question again...     i am right now seating in a c course and the following example has been provided in course book:   <pre><code>#include &lt;stdio.h&gt; #include &lt;stdint.h&gt;  void terminal_printdata(uint16_t * const data);  int main(void){     uint16_t stringdata[] =  mydata ;     terminal_printdata(stringdata); }  void terminal_printdata(uint16_t * const data) {     printf( value: %s   *data); } </code></pre>   when i compile this masterpiece  this is what i get:   <pre><code>f:\avr microcontroller&gt;gcc -o test test.c test.c: in function  main : test.c:7:26: error: wide character array initialized from non-wide string   uint16_t stringdata[] =  mydata ; </code></pre>   my questions are:   <ul> <li>is it correct to declare a string with <code>uint16_t</code> </li> <li>what is recommended way to pass a string to a function </li> </ul>,c
compilation of the program - bad intuitiion <pre><code>#include &lt;iostream&gt; using namespace std ; class cpte_obj {  static int ctr ;               public :    cpte_obj () ;    ~cpte_obj () ; } ; int cpte_obj::ctr = 0 ;   cpte_obj::cpte_obj ()            {  cout &lt;&lt;  ++ construction : il y a maintenant     &lt;&lt; ++ctr &lt;&lt;   objets\n  ; } cpte_obj::~cpte_obj ()           {   cout &lt;&lt;  -- destruction  : il reste maintenant   &lt;&lt; --ctr &lt;&lt;   objets\n  ; } int main() {  void fct () ;    cpte_obj a ;    fct () ;    cpte_obj b ;    return 0; } void fct () {  cpte_obj u  v ; }      /* results:       ++ construction : il y a maintenant   1 objets     ++ construction : il y a maintenant   2 objets     ++ construction : il y a maintenant   3 objets     -- destruction  : il reste maintenant 2 objets     -- destruction  : il reste maintenant 1 objets     ++ construction : il y a maintenant   2 objets     -- destruction  : il reste maintenant 1 objets     -- destruction  : il reste maintenant 0 objets */ </code></pre>   here is a program that our teacher made available in the course notes. i need that explained to me the lines:   <pre><code>   -- destruction  : il reste maintenant 1 objets    ++ construction : il y a maintenant   2 objets    -- destruction  : il reste maintenant 1 objets </code></pre>   why is the number of objects jumped to 2 and back to 1. the result of the number of objects it should not be 1  2  3  2  1  0  does someone could explain to me how the program compiles,c++
.net assembly merge tool required  is there any such tool which can link assemblies together and remove unused types,.net
how to generate .net 4 dump files  i wanted to know if there is a possibility to dump all stack variable when an exception occurs in .net 4 so i can analyze it later (in production server)    thanks,.net
how can i free database that include dataset and linked_data  i want to know how can i free the database .i mean i have to free the linked_data and then dataset and then database or i can free it just by use free for address of database,c
is this sql the most efficient way  we have a table that converts sat scores into act scores using a year. if the data changes in the future we would add the new scores along with the year the scores change. we need to pass in a year and sat score and return the correct act score.    sample data with three rows would be   <pre><code>act sat year 28 1010 1998 29 1010 2012 30 1010 2015 </code></pre>   if i pass in a sat score of 1010 and a year of 2014 i should return an act score of 29 back.    i wrote the following sql statement that works.     <pre><code>select act          rank() over(order by year desc)  from keessattbl  where sat = 1010 and int(year) &lt;= 2014  fetch first row only </code></pre>   is this the most efficient way to handle this.    thanks in advance doug,sql
can anyone help me understand this logic please  <pre><code>var array1 = new array(3 5 2 7 6); var array2 = new array(5); var i; for(i=0; i&lt;array1.length; i++) {  array2[array2.length-i-1] = array1[i%3+1]; } document.writeln(array2); </code></pre>   the output is as follows: 2 5 7 2 5 i m a bit confused on this  any help would be appreciated thanks.,javascript
initialize derived class arguments in c++ <pre><code>#include &lt;iostream&gt; class a {      int x  y;  public:      a(int _x = 0  int _y = 0) : x(_x)  y(_y) {         std::cout &lt;&lt;  constructeur de a \n ;         std::cout &lt;&lt;  x =   &lt;&lt; x &lt;&lt;    y=   &lt;&lt; y &lt;&lt; std::endl;     }  }; class b : a {      int d;   public: b(int x  int y  int _d=2) : a(x y)  d(_d) {     std::cout &lt;&lt;  constructeur de b \n ;     std::cout &lt;&lt;  d =   &lt;&lt; d&lt;&lt; std::endl; }   }; </code></pre>   so i have the above code which does not compile. my ques is why can t i initialize <code>d</code> without the need of initializing the <code>base</code> class argument  it s like saying i can t allow the user to only provide a value for <code>d</code> only and use base class default arguments (i find it redundant to initialize base class arguments again  would have made sens if i wanted to change default values to something else). the error message does not tell me much <code> b : no appropriate default constructor available</code>.,c++
session cache limiter solve  how can i solve this problem:   <blockquote>    warning: session_start(): cannot send session cache limiter - headers already sent (output started at /hermes/bosoraweb167/b2787/ipg.culdesigncom1/signup.php:73) in /hermes/bosoraweb167/b2787/ipg.culdesigncom1/php/create_account.php on line 3<br />   warning: cannot modify header information - headers already sent by (output started at /hermes/bosoraweb167/b2787/ipg.culdesigncom1/signup.php:73) in /hermes/bosoraweb167/b2787/ipg.culdesigncom1/php/create_account.php on line 62  </blockquote>,php
adding column value dynamically in select statement sql query  i have 2 sql tables like below    <strong>table1</strong>   <pre><code>servername  downloaded  failed rebootrequried server1     3            2      yes server2     4            1      no </code></pre>   <strong>table2</strong>   <pre><code>servername    administartor server1       john server3       alex </code></pre>   i want to join these 2 tables so that i can extract the administrator name out of table 2.    if the servername of table 1 is not matching with servername of table2   then i want to retain all the columns <code>servername downloaded failed  rebootrequired  administrator(which will be null)</code>.    if servername matches then all the columns should be retained including administrator name from table2     how can we do it with select statement in sql  i am pretty new to it  and not sure how to use the conditional statement in sql,sql
how can i make some methods only visible to two different classes   i’ve got some encryption and decryption methods  and i want to be able to use them within two different classes.    but of course  i don’t want to make them public  as then they can be called by anyone  how can i make these methods just visible to two specific classes  and nowhere else.    <strong>edit:</strong> what if i cannot extend the class  since these other classes are already extending some other classes,java
learning simple java string decoding/decryption  i want to write a program that decrypts an input string. it selects 0 2 4 6 8 etc. characters from each section of text input and displays it in reverse in the decryption output.    <strong>input:</strong> <code>bxoqb swi eymrawn yim</code><br> <strong>output:</strong> <code>my name is bob</code>    keep in mind that the program ignores the space symbol  and repeats the loop at the beginning of each word!    i couldn t find anything on the net that isn t based on a more complicated encryption/decryption systems. i m starting with the simple stuff  first.    edit: yes  my question is how do i learn how to do this  or if someone could teach me a technique to decode strings like this,java
hand-coded table name works but dynamic name is not working in php  this is the code that is supposed to delete the student from the table. but it it not working. it only works when the table name is static.   <pre><code>public function delete_student($student_class $school_session $id){     $table_name = $student_class. _ .$school_session. _student_record ;     $pdo = kite::getinstance( pdo );     $query = $pdo-&gt;prepare( delete from  .$table_name.  where `id` =   );     $query-&gt;bindvalue(1 $id);     $query-&gt;execute();  } </code></pre>,php
native code and managed code in .net 4  the .net 4 global assembly cache is divided into 2 folders:    c:\windows\microsoft.net\assembly\gac_32    c:\windows\microsoft.net\assembly\gac_msil    i am intrigued  about the gac_32 folder. should i assume that the assemblies in this folder (like system.data) are in native code and not managed code  is it x86 specific,.net
javascript saving document.write in a variable and calling it  i m trying to pass <code>document.write</code> as a reference to a variable:    example:   <pre><code>var f = document.write  //then f( test ); </code></pre>   it works with alert. why doesn t it work with <code>document.write</code>,javascript
main content in html5  let s say  i <strong>always</strong> want to use the <code>main</code> element in a project for different page types. one of these page types is just a product page  with a header and some sections. which variant would be semantically correct:   a  <pre><code>&lt;body&gt;     &lt;header&gt;         ...     &lt;/header&gt;     &lt;main&gt;         &lt;header&gt;             &lt;h1&gt;...&lt;/h1&gt;             &lt;img /&gt;         &lt;/header&gt;         &lt;section&gt;             &lt;h1&gt;...&lt;/h1&gt;             &lt;p&gt;...&lt;/p&gt;         &lt;/section&gt;         &lt;section&gt;             &lt;h1&gt;...&lt;/h1&gt;             &lt;p&gt;...&lt;/p&gt;         &lt;/section&gt;     &lt;/main&gt;     &lt;footer&gt;         ...     &lt;/footer&gt; &lt;/body&gt; </code></pre>  b  <pre><code>&lt;body&gt;     &lt;header&gt;         ...     &lt;/header&gt;     &lt;main&gt;         &lt;article&gt;             &lt;header&gt;                 &lt;h1&gt;...&lt;/h1&gt;                 &lt;img /&gt;             &lt;/header&gt;             &lt;section&gt;                 &lt;h1&gt;...&lt;/h1&gt;                 &lt;p&gt;...&lt;/p&gt;             &lt;/section&gt;             &lt;section&gt;                 &lt;h1&gt;...&lt;/h1&gt;                 &lt;p&gt;...&lt;/p&gt;             &lt;/section&gt;         &lt;/article&gt;     &lt;/main&gt;     &lt;footer&gt;         ...     &lt;/footer&gt; &lt;/body&gt; </code></pre>  i would say <code>a</code> can t be correct. accordingly to the working draft:  <blockquote>  the <code>header</code> element represents introductory content for its nearest ancestor sectioning content or sectioning root element.   the <code>main</code> element is not sectioning content and has no effect on the document outline.  </blockquote>  thus the <code>body &gt; main &gt; header</code> in <code>a</code> would represents the <em>introductory content</em> for <code>body</code> which is the <em>sectioning root element</em>.   for those who might ask  why you don t use <code>b</code> without <code>main</code>. this has technical reasons either i always use <code>main</code> or not. and there are other page types with multiple articles in the main content.,html
how do i compare an element in the list with a string value in python  <pre><code>message1=changes.split(   ) if message1[0] ==  d  changes= deleted  </code></pre>   i tried to compare it in different ways  and  i am getting invalid syntax errors :( i am using python2.3.  could you please help,python
why file * does not store the address of an open file <pre><code>#include &lt;stdio.h&gt;  file * openfile(char *filename char *mode  file *fp);  int main(){      file *fp=null;     char *filename =  simple_index.file ;     char *openmode =  w ;      printf( fp(before call function):%p\n   fp);     file *newfp = openfile(filename  openmode  fp);     printf( fp(after call function): %p\nnewfp: %p\n   fp  newfp);                        return 0; }  file * openfile(char *filename char *mode  file *fp){     printf((fp = fopen(filename  mode))    good opening %s file\n :  error open %s file\n   filename);               return fp;  } </code></pre>   result:   <pre><code>fp(before call function):0x0 good opening simple_index.file file fp(after call function): 0x0 newfp: 0x800bc7140 </code></pre>   a pointer to the file structure does not store the address of an open file after using a function to open a file in the call <code>openfile()</code> function.    why does <code>fp</code> not save the state after use in function  why need back for save,c
why is the location of the format string on stack so different on different linux systems   when you call a function like printf  the formatstring and the arguments are pushed onto the stack. if you ommit the parameters but specify them in the format string with  %x  or  %s  or  %n  you cann access (read or write) the formatstring. on one system i testet that  the format string was the 4th argument. on another it was beyond the 200th.     for example  i got the following program that is vulnerable to a formatstring exploit and contains the following statement:   <pre><code>printf(usersuppliedstring); </code></pre>   no i want to read a specific adress. for example. 0xbffffdd7. i call it the following way:   <pre><code>./fmt_vuln $(printf  \xd7\xfd\xff\xbf )%08x.%08x.%08x.%s </code></pre>   in this example the format string is the fourth parameter ( %s ). so %s will take the beginning of the format string. because this is the adress we specified the content of this adress will be printed.    now on this machine the formatstring is the fourth paraemter. but on other linux systems its something totaly different.  why is that so,c
how to create a  twitter like  remaining characters count with jquery   i m looking to enhance my wordpress theme s  meta description  and  title  tag input fields and i d like to add a text snippet that evaluates the text input field after each keypress and updates the fields  target character count  just like twitter s does.    for example  on the  meta description  field  the target character count is 160. so  if the field is blank  the number would be 160. as the user types  the count is decreased with each character added to the input field until it reaches zero.    if the count is higher than the target  the numbers are written in red with a minus sign in front (again  just like twitter).    is there an existing jquery script to do this    <pre><code>&lt;label class= screen-reader-text  for= excerpt &gt;     post excerpt (meta description) &lt;span class= counter &gt;150&lt;/span&gt; characters*          &lt;/label&gt;  &lt;textarea rows= 1  cols= 40  name= excerpt  tabindex= 6  id= excerpt &gt;&lt;/textarea&gt; </code></pre>,jquery
python: formatting the way my program writes arrays to txt file  i am trying to get my program to print one item from each array to a text file and then once all the first items were written write the second item of the array on the second line and so on.    the code i have now only prints the info on one line of text.   <pre><code>def write():     outfile=open( inventory.txt   w )     for i in range(0 len(clothesitem)):             outfile.write(format(clothesitem[i] item_format)+format(clothescolor[i] color_format)+format(clothesamount[i] amount_format))     outfile.close() </code></pre>,python
prevent from using html tags inside textbox  is there a way i can prevent users from using html tags like <code>&lt;br&gt;</code> inside the <code>textbox</code> or any other html tags to be displayed as text:   <pre><code>&lt;form method= post &gt;     &lt;textarea id= note  placeholder= type your notes here &gt;&lt;/textarea&gt;     &lt;input type= button  value= save note  /&gt; &lt;/form&gt; </code></pre>,html
creating a button which takes you to another page  i want to create a button in html which will take me to another page,html
html table does not appear as i want it to be  i have a problem wanting to make an html table since when trying to do it appears in many squares and i want it at the end of all. to understand better attached two images of how i appear currently and how i want it.    as it is currently:    <img src= https://i.ibb.co/vvwvw6s/1.png  alt= badphoto >    how it should be:     <img src= https://i.ibb.co/8pgqk9l/2.png  alt= photo2 >    <strong>html</strong>   <pre class= lang-html prettyprint-override ><code>&lt;t t-foreach= i.detalle_documento_ids  t-as= o &gt;   &lt;tr&gt;     &lt;td&gt;       &lt;span t-esc= o.cuenta_id.titulo  /&gt;     &lt;/td&gt;     &lt;td&gt;       &lt;span t-esc= o.fecha  /&gt;     &lt;/td&gt;     &lt;td&gt;       &lt;span t-esc= o.razon_social_id.nombre  /&gt;     &lt;/td&gt;     &lt;td&gt;       &lt;span t-esc= o.total_debe  /&gt;     &lt;/td&gt;     &lt;td&gt;       &lt;span t-esc= o.total_haber  /&gt;     &lt;/td&gt;     &lt;th&gt;      &lt;td colspan= 3  align= center &gt;saldo&lt;/td&gt;       &lt;td colspan= 2 &gt;&lt;b&gt;proxim&lt;/b&gt;&lt;/td&gt;     &lt;/th&gt;   &lt;/tr&gt; &lt;/t&gt; </code></pre>,html
java script: new date format is not working for nov and december  i am trying to change my date format    <pre><code>                var d = new date();                 var curr_year = d.getfullyear();                 var curr_month = d.getmonth() +1;                 var curr_date = d.getdate();                 var todaydate =  var tdate =   ( curr_month + / +curr_date + / + curr_year); </code></pre>   this is working perfectly fine  but for the month november it shows 10 instead of 11 and for the month of december it shows 11 instead of 12 ...for the rest of months it all fine ..    note : this problem is only in mozilla and opera  in internet explorer its working fine !    any idea     thanks,javascript
what is the name of this syntax   recently  i am reading some source code. i found one syntax i haven t seen before. also can t found any clue.   <pre class= lang-cpp prettyprint-override ><code>#define v(t  s  name  ...)                                              \ ..     name.size = sizeof((__typeof__(name.buf[0])[]){0  __va_args__}) /   \                     sizeof(name.buf[0]) - 1; </code></pre>   let me modify this macro into <strong>real</strong> statement:   <pre class= lang-cpp prettyprint-override ><code>int a[20]; printf( %d  sizeof((__typeof__(a[0])[]){0 2 4 5})/sizeof(a[0]) - 1); </code></pre>   i wondering how do we call the syntax like <code>(int[ ]){1 2 3....}</code>,c
how to get 2 least significant byte from a integer in c  <pre><code>unsigned char x=0; //int num is some random integer x=num; </code></pre>   how to get 2 least significant bytes,c
error can t get value other from input type hidden  index.php i am using:   <pre><code>&lt;script src= srcipt.js &gt;&lt;/script&gt;     &lt;div id= demo &gt;         &lt;h3&gt;&lt;input type= hidden  name= id  value= 1  /&gt;test1&lt;/h3&gt;         &lt;h3&gt;&lt;input type= hidden  name= id  value= 2  /&gt;test2&lt;/h3&gt;         &lt;h3&gt;&lt;input type= hidden  name= id  value= 3  /&gt;test3&lt;/h3&gt;         &lt;h3&gt;&lt;input type= hidden  name= id  value= 4  /&gt;test4&lt;/h3&gt;         &lt;h3&gt;&lt;input type= hidden  name= id  value= 5  /&gt;test5&lt;/h3&gt;     &lt;/div&gt; </code></pre>   in script.js   <pre><code>$(document).ready(function(){     $( #demo h3 ).click(function(){        var id = $(this).parent().find( input[type= hidden ][name= id ] ).val();        alert(id);     }); }); </code></pre>   when i click on  test1  result 1   click on  test2  result 1 ...   click on  test5  result 1   <blockquote>    how to get value when click on  test2  is result 2  how to fix it    </blockquote>,jquery
display:none of which has no more than one classes  i have this html piece of code and i want to <strong>display:none</strong> on the class <strong>ss_label</strong> of which it has value <em>from:</em>  <em>to:</em>  <em>departing:</em> and <em>returning:</em>. the last 3 that has an extra class of ss_label_adult  ss_label_child and ss_label_inf  i want them to be displayed correctly.    the html is retrieved from an api so i can t change the way it is.   <pre><code>&lt;table cellspacing= 0  class= ss_sp_as &gt; &lt;tbody&gt; &lt;tr class= ss_sp_sc_from &gt;     &lt;td class= ss_label &gt;         from:     &lt;/td&gt;     &lt;tr class= ss_sp_sc_to &gt;         &lt;td class= ss_label &gt;             to:         &lt;/td&gt;         &lt;/table&gt;         &lt;table cellspacing= 0  class= ss_sp_dates &gt;         &lt;tbody&gt;         &lt;tr class= ss_sp_sc_to &gt;             &lt;td class= ss_label &gt;                 departing:&amp;nbsp;             &lt;/td&gt;             &lt;tr class= ss_sp_sc_to &gt;                 &lt;td class= ss_label &gt;                     returning:&amp;nbsp;                 &lt;/td&gt;                 &lt;/table&gt;                 &lt;table cellspacing= 0  class= ss_sp_pass &gt;                 &lt;tbody&gt;                 &lt;tr class= ss_sp_sc_to &gt;                     &lt;td class= ss_label ss_label_adult &gt;                         &amp;nbsp;                     &lt;/td&gt;                     &lt;td class= ss_label ss_label_child &gt;                         &amp;nbsp;                     &lt;/td&gt;                     &lt;td class= ss_label ss_label_inf &gt;                         &amp;nbsp;                     &lt;/td&gt;                     &lt;/table&gt; </code></pre>   the only way i could think of doing this  is by display:none dynamically to the ones that haven t got more classes  does that makes sense     thanks alot,jquery
object initialization in java - terminology  i came across <a href= http://way2java.com/oops-concepts/reference-variables-anonymous-objects/  rel= nofollow >this</a> blog  and they used term <strong>anonymous object instantiation</strong>    is it really an  official term  or not     in any case  what is the official terminology for that kind of code: calling a method without explicitly creating object with its name like in this example (update: i am referring to explicitly giving a name to object not explicitly creating object) :   <pre><code>public class predictions3client {     public static void main(string[]  args) {         new predictions3client().demo();     }      private void demo() {         localhost_predictions3resourcesp.root root = localhost_predictions3resourcesp.root();         localhost_predictions3resourcesp.root.xml xmlgetter = root.xml();         string xml = xmlgetter.getasxml(string.class);          system.out.println( the raw xml:\n  + xml);        } } </code></pre>    <pre><code>new predictions3client().demo(); </code></pre>   vs   <pre><code>predictions3client p3c = new predictions3client (); p3c.demo(); </code></pre>   i don t consider that as  method chaining  or  fluent interface  as it is object related not method related.,java
count once time smilar id in sql  my aim is to count according to the <code>id</code>  once time same id it doesn t count every <code>id</code> each time.    i used this:   <pre><code>select count where id=1 between 1000; </code></pre>   but it counts to smilar <code>id</code>  more than one.,sql
creating file from python results  how to create a python file from given results  i need to save it in a text document or in excel. any suggestions,python
c++ class member by reference  hello can anyone help me with this  i have a class with member by reference:   <pre><code>class name{ int&amp; broj; string ulica; </code></pre>   and have constructor:   <pre><code>public: kuca(int b  string s) :broj(b) {     ulica = s; } </code></pre>   and info class for output   <pre><code>void info(){ cout &lt;&lt; broj &lt;&lt; ulica &lt;&lt; endl; }  }; </code></pre>   when i create object and try to output it    <pre><code>int isbn = 1; name a(isbn   text ); a.info(); </code></pre>   for reference value i am getting junk/random value it seems  while other attribute is written fine:   <pre><code> -858993460 text </code></pre>,c++
jquery script operator == not working in website  but works in local  after testing my code on local server and seeing that it works ok  i implemented it on my website  but it is not working. if i change <code>if (count == 3) {</code> to <code>if (count == 3) {</code>  it works  but then i get a loop on the banner that i m trying to implement. so why one works and the other one doesn t  in localhost both methods works.    it is configured here: <a href= http://lucrebem.com.br/blog/emponline/90-o-hotmart-e-a-pirataria-uma-tragica-estoria-de-amor-em-3-atos  rel= nofollow >http://lucrebem.com.br/blog/emponline/90-o-hotmart-e-a-pirataria-uma-tragica-estoria-de-amor-em-3-atos</a>   <pre><code>jquery(function($) {    var newhtml =   ;   var count = -1;    function check() {     if (count == 3) {       newhtml +=  my banner html goes here        //count == 1     }   }    $( .newsitem_text ).contents().each(function () {      if (this.nodetype != 3) {       newhtml += this.outerhtml;       count += $(this).text().trim().split(/\s+/).length;     }     else {       var wordlist = $(this).text().trim().split(/\s+/);        $.each(wordlist  function(index  word){         count++;         check();         newhtml +=     + word;       })     }    });    check();    $( .newsitem_text ).html(newhtml);  }); </code></pre>,jquery
in case of an arraylist in java. what will the maximum capacity of the list  now as per scjp the arraylist max. size should be depending on the size of available memory  but list.getsize() returns an integer. so is it safe to assume that <code>integer.maxsize</code> is the max. capacity of array . i.e int max allowed value,java
../ image path  im trying to reach an image that is located in a folder outside my site. i tried to go outside my folder by putting ../ but this end with an error. i also tried to give an absolute path but there are spaces in there (like  documents and settings\ ) and this also doesnt work    does anybody have an idea,html
function to find similar words in a given string in c  me and my course-mates can t seem to solve this question. (it s homework) we have been trying for 2 weeks but we couldnt figure it out.    as in the title  we need to write a function that will find similar words in a given string. similar words: 2 words that contain the same letters (doesn t matter if uppercase or lowercase and how many times the same letter appears).  example: cheap - peach.  nanny - any.    the problem is that we are allowed to use the stdio.h library only  can t use the memory allocation functions and can t use dynamic arrays.    i hope i have been clear enough about the question.  please help us solve this puzzle.,c
exception returning no exception  i got a code something like this:   <pre><code>try:      do_something() except (urllib2.urlerror  socket.timeout)  er:      print something  except exception  ex:      print  the code failed because   ex   please review  </code></pre>   now  the problem is on executing the above code i am getting following output:   <pre><code>the code failed because please review </code></pre>   p.s.: the  ex  should return the name of the exception but its not returning anything. any idea why     in reference to @yuji and @peter  i tried this code:   <pre><code>try:     try:            print x     except exception  ex:            print  ex:   ex            raise except exception  er:     print  er:   er </code></pre>   and the output was:   <pre><code>ex: name  x  is not defined . er: name  x  is not defined . </code></pre>   now  why raise(er) is returning an error  and why it does not in you cases,python
gaps between image rows in tables   there s  why are there gaps between image rows in tables when the layout engine is in the standards mode   in <a href= https://developer.mozilla.org/en/mozilla_web_developer_faq  rel= nofollow >mozilla web developer faq</a> (and <a href= https://developer.mozilla.org/en/images%2c_tables%2c_and_mysterious_gaps  rel= nofollow >here</a> s more detailed explanation)    i also saw this issue mentioned in meyer s  css: the definitive guide .    but i ve tested it on firefox 10.0.2  ie8 and chrome 17.0.963.56  and all resulted in no gaps at all.    here s the tag i used.   <pre><code>&lt;table&gt;   &lt;tr&gt;     &lt;td style= padding:0; background-color:red; &gt;       &lt;img src= https://developer.mozilla.org/@api/deki/files/718/=images-tables-gaps-figure1.gif  /&gt;     &lt;/td&gt;   &lt;/tr&gt; &lt;/table&gt; </code></pre>,html
why is this infinite recursion   just ask the title asks  here s the code:   <pre><code>&lt; php  $foo = 0;  function letsloop() {     while ($foo != -1) {         changefoo();         echo  hello  world!\n ;     } }  function changefoo() {     extract($globals);      $foo = -1; }  letsloop(); </code></pre>,php
sql query regarding adding more information into existing query <pre><code>select c1.eventid  c1.place  c1.competitornum  c2.competitornum from results c1  results c2 where c1.place = c2.place and c1.eventid = c2.eventid and c1.competitornum &lt; c2.competitornum </code></pre>   the following query allows the competitors who tied in an event to be displayed from a hypothetical table  results .  i.e. got the same placing in an event.    i need to extend the query to show more details about the event - and in place of the event id  i need to display the eventgender  distance and style from hypothetical other/2nd table   events .    how to i extend the query to include the necessary information from the events table,sql
matlab 2 python code conversion  i am trying to convert a matlab .m source code file to python script. the first few lines of .m file is:   <pre><code>clear all close all clc </code></pre>   below is my code for python counterpart code for:    <strong>clear all:</strong>   <pre><code>def clearall():        clear all globals        for uniquevar in [var for var in globals().copy() if var[0] !=  _  and var !=  clearall ]:         del globals()[uniquevar] </code></pre>   <strong>clc:</strong>   <pre><code>import os clear = lambda: os.system( cls )  clear </code></pre>   but i am not getting what should be code counterpart for matlab  <em>close all</em>    also are my above code references correct,python
when to use nullable columns - sql  in specs default columns are set as nullable meaning they optional  i m not clear what scenario is this good for to use with  i ll break it into two questions:   <ol> <li> why would i even want to use it in relational db  if integrity isn t important ill use other half-structured model. fearing for each row would it return usable object. seems it is pretty rare scenario to use them in relational db. </li> <li> handling it in programing language. is it even different in different languages  let s say php  what values should it be compared with  fetch_array() are even keys going to be set  </li> </ol>,sql
why would you pass  null  to  apply  or  call    according to <a href= https://developer.mozilla.org/en-us/docs/web/javascript/reference/global_objects/null  rel= noreferrer >this javascript reference</a>:   <blockquote>    the value null is a javascript literal representing null or an  empty    value  i.e. no object value is present. it is one of javascript s   primitive values.  </blockquote>  <pre><code>function getmax(arr){   return math.max.apply(null  arr);   } </code></pre>   wouldn t explicitly passing the keyword <code>this</code> be clearer  or at least more readable  then again  at this point i may not understand why you would use <code>null</code>.,javascript
php remove the last  /  from the path  this is my code   <pre><code> $method = $_server[ path_info ]; </code></pre>   and this is my path:   <pre><code>http://localhost:8082/xxxx/controllers/user.php/newuser name=hello </code></pre>   the result of the method is <code>/newuser</code>    i would like to have just <code>newuser</code>. ie without the <code>/</code>    could you help me please,php
how to print lambda expression  i have two (many) lambdas:   <pre><code>myfoo = lambda x y: x + y myspecfoo = lambda x: myfoo(x  1) </code></pre>   i want to print resulting expression for myspecfoo. smth like    <pre><code>x = var( x ) print(myspecfoo(x)) </code></pre>   and i want to see in output:   <pre><code>lambda x: x + 1 </code></pre>   do you know how to do this  thank you!,python
