post,tags
how to turn off buffering of stdout in c  i want to turn off the buffering for the stdout for getting the exact result for the following code   <pre><code>while(1) { printf( . ); sleep(1); } </code></pre>   the code printf bunch of  .  only when buffer gets filled.,c
i am trying to create a url but the url must contain \r\n  i have been beating my head against the wall with this one. the url must contain \r\n at the end or the device i am connecting to will not recognise it. i did not create the device so i can t go in and change what it is looking for. i also can not use the percent values for them either. when i create the url from a string the url becomes nil because it does not like the \r\n. i have searched on here all day. literally and have come up with nothing. if anyone has a suggestion please let me know. i would really appreciate it.     edit.. the url is @ <a href= http://192.168.1.1/link.html cmd=scan  rel= nofollow >http://192.168.1.1/link.html cmd=scan</a>\r\n,objective-c
can i make this css file more simple   i ve got a css that looks like this:   <pre><code>.title-separator {   display: block;   margin: 0.5em  auto;   border-width: @baseline; }  .welcome-message {   color: @home-page-title-color;   font-size: 3rem; }  .nav-list-selected {   font-size: 1rem;   color: @selected-nav-button-foreground-color;   background-color: @selected-nav-button-background-color; }  .mentor-dashboard {   #mentor {     .nav-list-selected   } }  .trainee-dashboard {   #trainee {     .nav-list-selected   } }  .connections {   #connections {     .nav-list-selected   } }  .staff {   #staff {     .nav-list-selected   } }  .leaderboards {   #leaderboards {     .nav-list-selected   } } </code></pre>   as you can see the <code>.nav-list-selected</code> is called multiple times. is there a way i can reduce the amount of code in here so i only need to call it once  all of these classes/ids are calling it.    also  my second question is: i am wanting to remove the <code>id s</code> on each of these classes because they are basically useless. however  when i try to remove the id and replace the class name with the id  it highlights all of them when i click my tab. it s almost as if the class is overwriting everything  but for some reason if i keep it the way it is  it does not do that. any ideas  this is what it looks like:    if i only have the class it overwrites everything when highlighted (as seen here: <a href= http://i.imgur.com/sof4o4i.png 1  rel= nofollow >http://i.imgur.com/sof4o4i.png 1</a> ) when keeping the id s in  it does not overwrite this and instead looks like this when highlighted ( <a href= http://i.imgur.com/pit3dft.png 1  rel= nofollow >http://i.imgur.com/pit3dft.png 1</a> ),css
what does python s dir() function stand for   i know that the dir() function gives you back either the names defined in the current scope or the names defined in an object. but why is it called dir()  is it some mysterious acronyms like lisp s car and cdr,python
viewwillappear not called after press home button then launch again  i make a test app and runs it on device. at frist launch everything works fine. then i press home button to exit  then press the app icon. it seems that viewwillappear is not called this time. in my understanding  viewwillappear is called every time the view shows up on screen no matter it s triggered by dismiss view controller or by pressing home button then relaunched.,ios
looking for a simpler objective-c solution  maybe simpler isn t the proper word; terse might do as well. i m well-aware that objective-c is a verbose language; i m just wondering if it has to be as verbose as it is in the solution i m showing below. i m relatively new to the language.    this piece of code counts the number of each type of field in a record  pursuant to generating a  variable-height uitableviewcell containing one label per field. my question isn t about how to do this -- i ve already figured that out -- i m just wondering: isn t there a simpler or less verbose way of doing this in objective-c  using an nsdictionary object  is this as terse as it gets using an nsdictionary  solutions using other collection-type objects are also welcome.    here s my -partsrecord.countfields method. i ve simplified the code slightly.     <pre><code>-(nsdictionary*) countfields {   nsdictionary* dict = [[nsdictionary alloc] initwithobjectandkeys:        @ s   [nsnumber numberwithunsignedint: [self.struts count]]         @ h   [nsnumber numberwithunsignedint: [self.headassemblies count]]         @ l   (self.leftvent == nil)     [nsnumber numberwithunsignedint: 0] :                                         [nsnumber numberwithunsignedint: 1]         @ r   (self.rightvent == nil)    [nsnumber numberwithunsignedint: 0] :                                         [nsnumber numberwithunsignedint: 1]         nil ];   return dict;   </code></pre>   }      any errors in the above code are errors in transcription   not actual errors in the code.<br> tia <br> howard,objective-c
css owerflow-auto on block inside block with max-height  i want to get next layout:   <pre><code>****** div with max-height 80% percents of a screen  ------ div with fixed height ------ ++++++ div which grows until parent div (marked with *)  is smaller than it s max-height after parent div have reached max-height   this div should show vertical scroll.   ++++++  ****** </code></pre>   i ve created jsfiddle with example. you could uncomment <code>//max-height:210px;</code> in css to look what i want to achieve. but in fiddle i have predefined page size  and i could tune height of overflowed block. how could i do that in percents of page height     <a href= http://jsfiddle.net/wxdtwq5x/6/  rel= nofollow >http://jsfiddle.net/wxdtwq5x/6/</a>,css
how to set animations using images  hi      i have some five images to show a star blinking (dull to bright).how should i use this image to show the effect.,objective-c
sql: month to month computation  i want to compute for month difference of 2 dates which will return a float value.    example:    date1= 4/23/2008  date2= 12/31/2008     that will be 7.y months. i want to find the y value. can someone give me the formula to make this in sql codes  tnx..,sql
am i the only one that queries more than one database   after much reading on ruby on rails and multiple database connections  it seems that i have found something that not that many folks do  at least not with ror.  i am used to querying many different databases and schemas and pulling back the information either for a report or for one seamless page.  so  a user doesn t have to log on to several different systems.  i can create a page that has all the systems on one or two web pages.    is that not a normal occurrence in the web and database driven design     edit: is this because most all my original code is in classic asp,ruby-on-rails
how can i modify some controls with similar tags at onec in c#   i have a vb code here and i wanna convert it into c# format  i m new in c#. can anybody help me     here is vb code:   <pre><code>  dim o as object             for each o in me.controls                 if o.tag=  1  then                     o.backcolor = color.blue                 end if </code></pre>   i want to modify an option in some of my form s controls with tag  1 . how can i do that in c#,c#
loading excel 2007 (xlsx) on server  after publishing my asp.net web application on my hosting  i for this problem:   <pre><code>error: the  microsoft.ace.oledb.12.0  provider is not registered on the local machine. </code></pre>   this is my connection string:   <pre><code>provider=microsoft.ace.oledb.12.0;data source=  + server.mappath(filename) +  ;extended properties=excel 12.0  </code></pre>   after searching on google  i found that my hosting server should install:  <code>microsoft office access database engine 2007</code> @ <a href= http://www.microsoft.com/download/en/details.aspx id=23734  rel= nofollow >http://www.microsoft.com/download/en/details.aspx id=23734</a>    i contact them but they said it is not allowed to install that component on their server...    is there a way to read excel 2007 file on my server without installing that component     thanks in advance.,asp.net
writing 4 arguments with the write function to a file  i would like to write this to a file <code>f.write( add unit at-wc 0 0 0 %s  % x  y  z   0.000 0.000 0.000  )</code> but when i do that i get an error saying <code>function takes exactly 1 argument (4 given).</code>,python
not declared in scope  beginners snail racing game  ok  i googled and found some answers here on this site regarding this  but the answers are too different for me to really do anything with them  so i ask again and hope for the best.     i got the following errors in g++;    <pre><code>snailrace.cpp: in function ‘int race(int  int)’:  snailrace.cpp:101:21: error: ‘rand’ was not declared in this scope   snailrace.cpp:123:3: error: a function-definition is not allowed here before ‘{’ token   snailrace.cpp:128:3: error: expected ‘}’ at end of input </code></pre>   i think i will be able to solve everything except the <code>snailrace.cpp:101:21: error: ‘rand’ was not declared in this scope</code> i tried everything and it wont help!  how do i solve that!  it is driving me insane.  thanks!   <pre><code>//the snail race.  #include &lt;iostream&gt; #include &lt;ctime&gt;  //function declaration. int race(int int);  void race(void); int menu(void); int placebet(int); void init(void);  //variables  int money = 200;   //the main function int main(void) {   using std::cout;     init();   int user_respons;    cout &lt;&lt;  welcome to the snail race!\n ;     while(user_respons = menu())   {      switch(user_respons)     {       case 1:       case 2:       case 3:      ::money +=     race(placebet(user_respons)  user_respons);      break;        case 4: //the user did not bet     race();     break;    } } return 0;   }  //display user menu and sends user selection to the main function int menu( void ) {   using std::cout;   using std::cin;     int user_respons;    cout &lt;&lt;  you have   &lt;&lt; money &lt;&lt;   usd.\n ;    do   {     cout &lt;&lt;  race menu: \n\n       &lt;&lt;  1) bet on snail 1\n       &lt;&lt;  2) bet on snail 2\n       &lt;&lt;  3) bet on snail 3\n       &lt;&lt;  4) do not bet  just watching       &lt;&lt;  0) leave the race ;       cin &gt;&gt; user_respons;   }   while(user_respons &lt; 0 &amp;&amp; user_respons &gt; 4);   return user_respons; }  //decide how much one person will bet on a snail.  int placebet(int user_respons)  {   using std::cout;   using std::cin;    int bet_amount;    cout &lt;&lt;  snail   &lt;&lt; user_respons &lt;&lt;   is a good choice!\n ;   cout &lt;&lt;  how much would you like to bet on your snail \n ;    cin &gt;&gt; bet_amount;    return bet_amount; }  //if just watching the race void race(void)  {   race(0  0);  }  //if they are betting money.  int race(int money  int user_respons) {   using std::cout;    using std::cin;     //stores random number   int winner = rand() % 3 + 1;     cout &lt;&lt;  and the snails are off!\n ;    cout &lt;&lt;  look at them go! \n ;    cout &lt;&lt;  the winner snail is   &lt;&lt; winner &lt;&lt;  \n ;     if(winner == user_respons)   {     cout &lt;&lt;  you win!\n ;      return money * 2;    }   else    {   cout &lt;&lt;  you lost.\n ;     return money / 2;   }     //handles the program start random   void init(void)    {     using std::srand;      using std::time;       srand(time(0));    } </code></pre>,c++
trying to make an each method  like in jquery  with vanilla js <pre><code>element.prototype.each = function(fn) {   for(var i = 0; i &lt; this.length; i++) {     fn(i);   }  };  var li = document.getelementsbytagname( li );  li.each(function(i) {   this.style.borderbottom =  1px solid red ; }); </code></pre>   i m trying to make an each method like in jquery. i tried many things in the for loop and in the callback but i got errors. i m sure this is something to do with the  this  context.,javascript
basic multithread in c++ ( the execute order)  when you have following code:   <pre><code>#include &lt;iostream&gt; #include &lt;cstdlib&gt; #include &lt;pthread.h&gt;  using namespace std;  #define num_threads     5  void *printhello(void *threadid) {    long tid;    tid = (long)threadid;    cout &lt;&lt;  hello world! thread id    &lt;&lt; tid &lt;&lt; endl;    pthread_exit(null); }  int main () {    pthread_t threads[num_threads];    int rc;    int i;    for( i=0; i &lt; num_threads; i++ ){       cout &lt;&lt;  main() : creating thread    &lt;&lt; i &lt;&lt; endl;       rc = pthread_create(&amp;threads[i]  null                             printhello  (void *)i);       if (rc){          cout &lt;&lt;  error:unable to create thread   &lt;&lt; rc &lt;&lt; endl;          exit(-1);       }    }    pthread_exit(null); }  the out put will be  main() : creating thread  0 main() : creating thread  1 main() : creating thread  2 main() : creating thread  3 main() : creating thread  4 hello world! thread id  0 hello world! thread id  1 hello world! thread id  2 hello world! thread id  3 hello world! thread id  4 </code></pre>   i am wondering why it s not    <pre><code>main() : creating thread  0 hello world! thread id  0 main() : creating thread  1 hello world! thread id  1 .... </code></pre>   why we create the thread  it execute immediately     another question thread 0 1 2 3 4  is that possible those threads execute in random order  for example  output will be    <pre><code>hello world! thread id  1 hello world! thread id  4 hello world! thread id  0 hello world! thread id  2 hello world! thread id  3 </code></pre>   thanks a lot for answering!,c++
row with the highest id  you have three fields id  date and total. your table contains multiple rows for the same day which is valid data however for reporting purpose you need to show only one row per day. the row with the highest id per day should be returned the rest should be hidden from users (not returned). to better picture the question below is sample data and sample output:   <pre><code>id  date  total 1  2011-12-22  50 2  2011-12-22  150 </code></pre>   the correct result is:   <pre><code>2  2012-12-22  150 </code></pre>   the correct output is single row for 2011-12-22 date and this row was chosen because it has the highest id (2>1),sql
uipickerview how to know when it stops moving  i am facing a problem with uipickerview. in my app i implemented an uipickerview for displaying the country list  i add a toolbar above the uipickerview that having two buttons (cancel and done). if i press cancel it simply hides the uipickerview and all is fine. but if i use done button i get the value of selected row from component and hides the pickerview it works fine problem arise if someone moves the countrylist very fast as he can  suddenly he press done button then uipickerview hides but did not return the selected row value from component. thats my problem..     it may handle if i can track when picker movement stops then need to display done button otherwise (in case of moving state ) done button will be hidden.    can some one have any idea or any alternate way to solve this issue.    thanks,iphone
how can i stop the iphone from displaying a transform change until after the screen is redrawn  i have found the uiscrollview s zooming mechanism to be clunk and essentially unusable.  so instead  i m rolling my own.  i have a uiview that resizes itself with the pinch-zoom  and that s working fine.  when the zoom is complete  the view needs to reset its transform and redraw the images.    the zoom works essentially in the same way the uiscrollview does.  it sets the <code>transform</code> property of the uiview until complete.  then  when the zoom finishes  i want to reset the <code>transform</code> to <code>cgaffinetransformidentity</code>  resize the frame to be the size it was before  and tell the view to redraw itself at the new size.    it all works pretty well  except when i change the transform to identity then redraw the image  there is a slight flicker before the image completely redraws.  this is due to the fact that i m using a subclass of catiledlayer  since the view can be of arbitrary size.    i ve overridden the <code>fadeduration</code> to be zero  but there is still a flicker while the transform is reset before the redraw is finished.  is there any simple way to overcome this without creating another view to draw with then replacing it,iphone
fastest way to find an item in a sorted arraylist  in java  i have an arraylist with a list of objects. each object has a date field that is just a long data type. the arraylist is sorted by the date field. i want to insert a new object into the arraylist so that it appears in the correct position with regard to its date. the only solution i can see is to iterate through all the items and compare the date field of the object being inserted to the objects being iterated on and then insert it once i reach the correct position. this will be a performance issue if i have to insert a lot of records.    what are some possible ways to improve this performance  maybe an arraylist is not the best solution,java
why does this code work  rails 4  record iteration with nested attributes in views  someone else helped me with this code     <a href= https://stackoverflow.com/questions/27305269/rails-4-retrieved-many-records-with-model-whererelated-model-id-1-how-to-sh/27305580#27305580 >rails 4  retrieved many records with model.where(related_model_id: 1)  how to show each one in an individual view </a>      it works great but i m trying to figure out exactly why this code functions the way it does.     <pre><code>def show       @min_id = params[:min_id]   @quiz = quiz.find(params[:id])   @questions = @quiz.questions.order( id asc )  if @min_id    @question = @questions.where( id &gt;     @min_id).first  else    @question = @questions.first  end end </code></pre>   in the show view:    <pre><code>&lt;%= @question.content %&gt;  &lt;%= link_to  next question   quiz_path(@quiz  :min_id =&gt; @question.id) %&gt; </code></pre>   from my understanding  it fetches <code>@quiz.questions</code> based upon the quiz id and assigns them in ascending order (which is 1  2  3) to <code>@questions</code>.  next it enters the if else block and assigns @question to the first question which is rendered in the view.      next when the link is clicked in the view it submits the <code>@quiz.id</code> and the <code>@question.id = params[min_id:  1 ]</code>   because the current id of the question being shown is 1.  this is verified by hovering over the link which shows <code>http://localhost:3000/quizzes/1 min_id=1</code>    the <code>params[:mind_id = 1 ]</code> is then assigned to @min_id and used inside the if block to fetch the first record from @questions with the id = 1.      here is where i m confused.  on the second render  after the link is clicked  it s showing <code>http://localhost:3000/quizzes/1 min_id=1</code> in the address bar  why is the @question.content being rendered for <code>@questions.id = 2</code>   shouldn t it be 1   the logic seems circular to me  and it seems like this code shouldn t even work properly.      what am i missing   why does it correctly go id = 1  then id = 2 when the link is clicked,ruby-on-rails
is it possible to drop down/left/right/up images using css  i m trying to create images that will drop out in any direction when hovered over  using just html and css.    what it s meant to look like:    <ul> <li>not hovered over: a section of the image is displayed </li> <li>hover: the remaining section of the image slides out (in a css specified direction)</li> </ul>   what i ve tried doing:    a <code>&lt;div&gt;</code> to hold a <code>background-image</code> that cuts off at a certain height and slides out using css animations on hover   <pre><code>&lt;html&gt; &lt;body&gt; &lt;style&gt;     @-webkit-keyframes resize {         0% {         }         100% {             height: 446px;         }     }      #pic {         height: 85px;         width: 500px;         background-image: url(http://images5.fanpop.com/image/photos/31400000/cow-cows-31450227-500-446.jpg);     }      #pic:hover {         -webkit-animation-name: resize;         -webkit-animation-duration: 1s;         -webkit-animation-iteration-count: 1;         -webkit-animation-delay: 0.5s;         -webkit-animation-direction: normal;         -webkit-animation-fill-mode: forwards;     } &lt;/style&gt; &lt;div id= pic &gt;&lt;/div&gt; &lt;p class= center &gt;hover over me&lt;/p&gt; &lt;/body&gt; &lt;/html&gt; </code></pre>   the problem with this approach is that this moves other content out of the way which i don t want. this approach also doesn t work if i want to slide the image to the left or the right or upwards.    any suggestions,css
efficient way to bind json to html   i am trying to find out a better way to bind my json data to my html .    <strong>json:</strong>   <pre><code>$scope.json = {  one : {  name :  level1    two : {  name :  level2    three : {  name :  level3  } } } }; </code></pre>   <strong>html:</strong>   <pre><code>&lt;div ng-controller= mycontroller  &gt;     &lt;div ng-repeat= data in json &gt;  -- (1)         &lt;b&gt;{{data.name}}&lt;/b&gt;         &lt;div ng-repeat= data1 in data &gt;             &lt;b&gt;{{data1.name}}&lt;/b&gt;             &lt;div ng-repeat= data2 in data1 track by $index &gt;&lt;b&gt;{{data2.name}}&lt;/b&gt;&lt;/div&gt;  -- (2)         &lt;/div&gt;     &lt;/div&gt; &lt;/div&gt; </code></pre>   <strong>pointers :</strong> <em>//marked in view</em>   <ol> <li>there is no array in my json data   so   is there a better way rather using <code>ng-repeat</code> (sort of traditional for) . anything like <code>with</code> binding in knockout or templates (i m not sure how) .</li> <li>i see there are no duplicates in my json but still to compromise the error i have been using <code>track by $index</code> at the final inner div(if exclude final div i see no error) .</li> </ol>,angularjs
jquery disable form to validate data  i am trying to disable a login form for quick validating user data before submit to the server. my current code work nice; but the problem i am facing right now is  i need to click submit button 2 times to submit the form. my current code is:   <pre><code>$( #login-submit ).click(function() {   var nameid =  #  + $(this).attr( name );      // form name   submitform(nameid); });  function submitform(nameid) {      var formid = nameid +  -form ;        // form id   var email = nameid +  -email ;        // email   var pwd = nameid +  -pwd ;        // password   var btn = nameid +  -submit ;     // submit button    $(formid).submit(function() { return false; });   alert( click1 );   $(btn).on( click   function() {     alert( click2 );     var emailval = $(email).val();     var pwdval = $(pwd).val();      /*alert(emailval +     + pwdval);*/     var isemailvalid = validateemail(emailval);     var ispwdcvalid = validatepwd(pwdval);      // validate email     if(!isemailvalid) {        $(email).addclass( error );       $(email +  -error ).show();     } else {           $(email).removeclass( error );       $(email +  -error ).hide();     }      // validate password     if(!ispwdcvalid) {       $(pwd).addclass( error );       $(pwd +  -error ).show();     } else {            $(pwd).removeclass( error );         $(pwd +  -error ).hide();     }      if(isemailvalid &amp;&amp; ispwdcvalid) {       $(btn).replacewith( &lt;em&gt;sending...&lt;/em&gt; );       var urlid = $(formid).attr( action );        $.ajax({         type:  post           url: urlid          data: $(formid).serialize()          success: function(data) {}       });     }   } } </code></pre>   the first time when i click submit button  it will alert  click1  but not  click2 . if i click the button again  the it will alert  click2 . what should i do to get the alert for  click2  with 1 button click,jquery
store class variables into an array   i have this class in java in which i declared a large number of variables (more than 50) as:   <pre>      public static final string variable_1 =  value ;     ....  </pre>   i would like to access all these variables and put them in a list from within another class. is there any way of doing that by using a for loop,java
index error in database reading php script <blockquote>    <strong>possible duplicate:</strong><br>   <a href= https://stackoverflow.com/questions/4261133/php-notice-undefined-variable-and-notice-undefined-index >php: “notice: undefined variable”  and “notice: undefined index”</a>    </blockquote>     so im back with another php error  that i cant solve. but im getting better:)    i have created a simple script that stores images in a database  i have no problems to store the file  but when im reading the file i get an index error. it says   <blockquote>    notice: undefined index: id in c:\wamp\www\gallery2\show.php on line   13  </blockquote>   i cant really get what the problem is since im thinking that everything is correct !     the code for showing the images are   <pre><code>&lt; php  $username =  root ; $password =   ; $host =  localhost ; $database =  guestbook ;   @mysql_connect($host  $username  $password) or die( can not connect to database:  .mysql_error());  @mysql_select_db($database) or die( can not select the database:  .mysql_error());  $id = $_get[ id ];  if(!isset($id) || empty($id)){ die( please select your image! ); }else{  $query = mysql_query( select * from tbl_images where id=  .$id.   ); $row = mysql_fetch_array($query); $content = $row[ image ];  header( content-type: image/jpg ); echo $content;  }   &gt; </code></pre>,php
static code analysis through api  i am looking for some automated process to achieve code review for js  &amp; c#    is there any api available to do same  basically  i would like certain static coding guidelines to be always followed i.e. code without comment at class or method level.,.net
rails: deletion not working  no route matches [post]   i do not understnad why this is not working correctly. i have a destroy route set and a button to it  but seems to be routing incorrectly and i am not sure what to do.    <strong>app/views/dashboards/show.html.erb</strong>   <pre><code>  &lt;% @tweets.each do |tweet| %&gt;   &lt;p&gt;     &lt;%= link_to tweet.user.email  tweet.user %&gt;:     &lt;%= tweet.message %&gt;     &lt;%= button_to  delete tweet   tweet_path(tweet)  method: :destroy %&gt;   &lt;/p&gt; &lt;% end %&gt; </code></pre>   <strong>config/routes.rb</strong>   <pre><code>resources :tweets  only: [:create  :destroy] </code></pre>   <strong>error message:</strong>   <pre><code>no route matches [post]  /tweets/7  </code></pre>,ruby-on-rails
is this illegal syntax  <pre><code>&lt;script type= text/javascript  language= javascript &gt;   &lt;!--     alert( foo );   //--&gt; &lt;/script&gt; </code></pre>   it s used all over in my company s grails app  but i know <code>&lt;</code> is an illegal javascript character...    should the <code>&lt;!--</code> be like <code>//&lt;!--</code> instead,javascript
my foreach is not working  in this code using <code>foreach</code>  even when i type an id which is not there in the list  it still goes ahead. why is that happening  and how can i fix it    <pre><code>foreach (product item in listofproducts) {     if (item.id == id)     {         item.unitinstocks = unitsinstocks;         item.price = price;         console.writeline( the product details has been changed );         console.readline();     }     else         console.writeline( this product id does not exist );     }     break; } </code></pre>,c#
c: using realloc() in seperate function doesn t change array size  i feel as though this shouldn t be such a hard problem and i ve tried everything that i ve found on similar questions to no avail  so i thought i d give it a try to ask myself. my code (simplified) is as follows:   <pre><code>#include &lt;stdio.h&gt; #include &lt;stdlib.h&gt;  void setarraysize(int** arr) {     int arrsize;     printf( \nenter array size:  );     scanf( %d   &amp;arrsize);     int* tmp = realloc(*arr  arrsize);     if (tmp == null) {         printf( error );         return;     }     *arr = tmp; }  void auswahl() {     int* arr = null;     setarraysize(&amp;arr);     free(arr); }  int main() {     auswahl();     return 0; } </code></pre>   when debugging i noticed that my array only contains the integer -842150451. i am using microsoft visual studios 2019 community. additionally  even when trying the most basic and safest functions  i attain the same result. could the problem then have to do with visual studios    <pre><code>#include &lt;stdio.h&gt; #include &lt;stdlib.h&gt;  void increase(int** data) {     int* tmp = realloc(*data  20);     if (tmp == null) {         printf( error );         return;     }     *data = tmp; }  int main() {     int* arr = null;     increase(&amp;arr);     printf( %d   sizeof(arr));     return 0; } </code></pre>   thanks in advance for any help!,c
three equal-width columns with margin  i m trying to create a layout where i have three equal-wdith columns (33% width each). however  i want a 15px margin on either side of the middle column.    please see this jsbin example i ve created: <a href= http://jsbin.com/usiduy/edit  rel= nofollow >http://jsbin.com/usiduy/edit</a><br> how can i get the blue column to sit on the right,css
mysql - display two columns where first col values in table c and second col values not in table c  let s say there are two tables: must_have_products and products_buyed i want to display  for each customer  what products that they already  bought as <code>col a</code> (group_concat) and what products they still needs to buy as <code>col b</code> (group_concat)..   <pre><code>table a(must_have_products) |id_a| name  | |1a  | tv    | |2a  | house | |3a  | car   |  table b(people) |id_b| name  | |1b  | mr. a | |2b  | mr. b |  table c |id_c|id_b|id_a| |1   |1b  |1a  | </code></pre>   expected result:   <pre><code>|id_b  | buyed  | left       | |1b    | 1a     | 2a  3a     | |2b    |        | 1a  2a  3a | </code></pre>   ps: i m sorry if the title is wrong  i just have no idea what to say,mysql
adding an additional sql query which checks for duplicate records  i am trying to add a query in my current sql insert into statement. below is my table and current sql statement.    i have 3 tables:    <em>table1</em>: <strong>userid</strong>  <strong>username</strong>.    <em>table2</em>: <strong>userid</strong>  <strong>status</strong>.    <em>table3</em>: <strong>userid</strong>  <strong>username</strong>  <strong>issue</strong>    currently i only have a select statement which fulfills the above 3 checks and insert the result into table3:   <pre><code>    insert into table3(userid  username  issue) select coalesce(t1.userid  t2.userid)  t1.username      case         when (t2.userid is null and t1.userid is not null)            then  user exists in t1 but not in t2          when (t2.status =  delete  and t1.userid is not null)            then  user exists in t1  but status in t2 is not delete          when (t2.userid is not null and t2.status !=  delete  and t1.userid is null)            then  non-deleted user in t2 does not exist in t1       end from table1 t1 full outer join table2 t2 on t1.userid = t2.userid where (t2.userid is null and t1.userid is not null)    or (t2.status =  delete  and t1.userid is not null)    or (t2.userid is not null and t2.status !=  delete  and t1.userid is null) </code></pre>   now i wish to add in another additional check which is to check for duplicated userid  and insert <strong>userid  username  and issue  duplicated userid found </strong> for any duplicates found into table3.   <ol> <li>check for same userid with same caps (e.g. e01 and e01 should not exist)</li> <li>check for same userid but different caps (e.g. e01 and e01 should not exist)</li> </ol>   how should i add in this sql query into my current sql statement,sql
python string to symbolic name  i want to check imported names.<br> code:    <pre><code>import fst # empty file fst.py for s in dir(fst):     print(s) # got string with symbolic names </code></pre>   output:    <pre><code>__builtins__ __cached__ __doc__ __file__ __name__ __package__ </code></pre>   now i want to check values of each defined name:<br> code:   <pre><code>print(__builtins__) print(__cached__) print(__doc__) print(__file__) print(__name__) print(__package__) </code></pre>   question: how can i  extract  symbolic name from string <br> supposed code:   <pre><code>import fst #empty file fst.py for s in dir(fst):     print(s  strtosym(s)) # this call should be equal to str( __name__   __name__) </code></pre>,python
nsarray removeallobject error in ios  i am having a array called temparray and have 2 seperate arrays .i have two buttons  when i tap the first button it lodes the first array to the temp array and when i tap the second button it lods the second array to the temparray. my code is   <pre><code>-(ibaction)_clickbtnlanselmlayalm:(id)sender {     [temparray removeallobjects];     [temparray addobjectsfromarray:delegate.allselectedversemalayalam];         [self.tab reloaddata]; } -(ibaction)_clickbtnlanselhindi:(id)sender {     [temparray removeallobjects];     [temparray addobjectsfromarray:delegate.allselectedversehindi];     [self.tab reloaddata]; } </code></pre>   allselectedversemalayalam and allselectedversehindi are two arrays which lodes from application delegate.after tap the first button it losds the first array and show it in tableview but when i tap the scrond button i receve a warning in  <code>[temparray removeallobjects];</code> programe receiving signal sigrabat.and it crashes the app.then i put <code>[temparray removeallobjects];</code> again it crashes. whats the problem in my code.please help me to find the eroor. thanks in advance.,iphone
how to print the longest words and their length   i am trying to write a program that will read a file of words and will print the length of the longest word and the words of that length.     i have found out that there are 3  13 letter words in my file (including punctuation)  but i need the program to find the longest word lengths on its own.    here is my program:   <pre><code>def main():     filename = input( what is the filename  )     with open(filename) as f:         linenum = 1         for line in f:             words = line.split()             longest =                for word in words:                 if len(longest) &lt; len(word):                     longest = word             print( line   linenum   has   longest   as the longest word. )             linenum += 1             print(longest) main() </code></pre>   my program returns:   <pre><code>what is the filename test.txt line 1 has working as the longest word. working line 2 has possibilities as the longest word. possibilities line 3 has scrambled as the longest word. scrambled line 4 has letters. as the longest word. letters. line 5 has  as the longest word.  line 6 has difficulties as the longest word. difficulties line 7 has permutations. as the longest word. permutations. line 8 has signature as the longest word. signature line 9 has permutations. as the longest word. permutations. line 10 has unscrambled as the longest word. unscrambled </code></pre>   do i need to input a character function  how will the program find that the longest word is 13 characters.,python
va_arg deal with struct for ios  i want to get the all types arguments value how could deal with the struct type    <pre><code>for (nsuinteger i = 2; i &lt; methodsignature.numberofarguments; i++) {     const char *argumenttype = [methodsignature getargumenttypeatindex:i];     switch(argumenttype[0]) {         case  l :         case  q :         case  l :         case  s :         case  s :         case  b :         case  b :         case  i :             obj = @(va_arg(args  int));             break;         case  q :             obj = @(va_arg(args  unsigned long long));             break;         case  i :             obj = @(va_arg(args  unsigned int));             break;         case  f :         case  d :             obj = @(va_arg(args  double));             break;         case  c :             obj = @(va_arg(args  unsigned char));             break;         case  c :             obj = @(va_arg(args  char));             break;         case  { :         {             //how could deal with struct object here              obj = @ not support ;             break;         }             // 其他id类型         default: {             obj = va_arg(args  id);             if (iscoustomobjcby(obj))             {                 obj = getpropertiesandtypesforclassobjc(obj);             }             break;         }     } } </code></pre>,ios
iphone - app which can not be killed  i am trying to understand  is there any way to develop iphone app with following conditions:    1) this application should always run in the background    2) this application should not be killable    3) with out jailbreak     all i am trying to do is want to track my iphone.    please help me.    thanks,iphone
file use utf-8 encoding by could not read in ios  you should download the file first: <a href= http://files.cnblogs.com/shappy1978/archive.zip  rel= nofollow >test file link</a> while i got data from server i found that sometimes may get a nil response so i save the data into a text file(buffer.txt contains in zip fiel) and i do the follow test(put the tow file to your document directory first the file may a little big and contains many chinese but that s not the problem):   <pre><code>nserror *error=nil; nsstring *fpath = [nssearchpathfordirectoriesindomains(nsdocumentdirectory  nsuserdomainmask  yes) objectatindex:0]; fpath = [fpath stringbyappendingpathcomponent:@ buffer.txt ]; s = [nsstring stringwithcontentsoffile:fpath encoding:nsutf8stringencoding error:&amp;error]; if(error)      nslog(@ %@  error); else     nslog(@ %@  s); </code></pre>   when you read buffer.txt it raise an error:the operation couldn’t be completed. (cocoa error 261.) error code 261 means encodeing incorrect but i sure the file is utf-8.buffer2.txt can read successfully. then i open the buffer.txt in windows by notepad.exe and resave to buffer2.txt and try to read by the code upper word reads correct! now i knows buffer.txt really contains  some word is not utf-8 it should be an emoji character  /ue346  read the buffer.txt at 0x4cbb: you will get:    ed a0 bc ed bd 8a    it s not  /ue346  right  /ue346  trans to utf-8 is:    f0 9f 8d 8a    but it looks like the same emoji character:an orange i don t know why utf-8 have tow same  orange  and why the server change one  orange  to another  orange  that not the point!    the question is my android client can receive the data correctly and the nopate.exe can correct the error charactor after resave.how could they do that how to read the buffer.txt just like they do in ios.     sorry i have modified the attachment link you can down it again.,ios
